"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Extracellular matrix organization",0.759844641939942,0.729498607126878,0.740857140146294,0,0.740338635088112,0,0.728810455599827,0.730464651508266,0,0.729477579316948,0.720871964491239,0,0.730933871137159,0,0,0.74122331529459,0,0.740002702643828,0.740461802550338,0.739746315031664,0,0,0.730146010283085,0.7414968849203,0.728443925821747,0.741288963473307,0.728587556547542,0.729731707632763,0,0.740165634115299,0.729858188353067,0,0.750571706261636,0,0.740324299617591,0,0.749099792913688,0.749428255135518,0,0.749277100911661,0.739341609684686,0.740950718425976,0.740360309038786,0.740536257876331,0,0.740536257876331,0,0,0,0,0.749836287763915,0.741562533099018,0,0.729506603872514,0.73047007752922,0.739845531955493,0.750207998100229,0.740785594745863,0.739888866416425,0.730247905458917,0.730270829507391,0.740835440761262,0.740137793581786,0.759892214119034,0.739795781622476,0.7414968849203,0.739867950306761,0.728574264050973,0.740559753198177,0.749680601638421,0.749491557683741,0.730238004090656,0.740583898286785,0.741387793983807,0.739958410301283,0.739535655206875,0.750335903359376,0.729823985264814,0.739142010541103,0.750514263229099,0.729480792264748,0.741124484784089,0,0.740638591091571,0,0.740182597302723,0.741058836605372,0.730637376818154,0.728725592793767,0.740249780177544,0.720573411994148,0.739144082921161,0.728479390776306,0.728598649198448,0,0.729406933502895,0.730918623382423,0.730836782629772,0,0,0.74040904266857,0.749067177145551,0,0.760294594376442,0.739995395441658,0,0.740134840988328,0,0.749828448884703,0,0.729866253929153,0.728677165300125,0.72966068168204,0.740287394642088,0.750364315282895,0.74912689560752,0.740491722379677,0.739789517088045,0.740550319913572,0,0,0.730438168349625,0,0,0,0,0.728201466695478,0.740378107707154,0.730221439223061,0.739962594879182,0.730267599247891,0.739144082921161,0.72838995569321,0.729515724933216,0.73097716941896,0,0.740260811801123,0,0,0.729253085879632,0.729929571044817,0.739606602345063,0.730211438746986,0.749437333003333,0.778969220174857,0,0,0.761425485768604,0.739413443289778,0,0.739964925892148,0,0.739458612117783,0.73915308324565,0.690905999036023,0.740471973090289,0,0.740950718425976,0,0.74912689560752,0.728532596560178,0.720204981434633,0.750191645206182,0.730841628389043,0.761778857548259,0.729871614929942,0.730255735592363,0,0.749129429277335,0.729807801443414,0.71935660144271,0,0.740029100107665,0,0,0.740679992788444,0,0.740706536893997,0.739137889584801,0.740305120005193,0.740165022921705,0.740728059070712,0.741419292884621,0,0,0.741027885587394,0.740445154123414,0.739144082921161,0.740495206486485,0.749793246251124,0.739920164973718,0.740314780706936,0.730033818204838,0.729651012327782,0.739139946116461,0.728983631924001,0,0.730822904930367,0.72947538546411,0,0.719400729940641,0.730557666602196,0.729880461410953,0.739144082921161,0,0,0.729776624308662,0.740067104373794,0.75973459506405,0.760645630324475,0.741237910992614,0.740868284055164,0.740237194458689,0.739783545680326,0.740451463884675,0.74995184982726,0.739740603040534,0.740506816464271,0.728587556547542,0.728587556547542,0.728587556547542,0.728587556547542,0.728587556547542,0,0,0.729472732094161,0.739765951931686,0.729400330645939,0.740838467091541,0.73908658999897
"G alpha (z) signalling events",0.843156802578886,0.797916828302047,0,0,0.797267777094537,0,0.847143580383548,0.800038613026349,0,0,0,0,0,0,0,0.750416271207156,0,0,0.798005102757517,0.801723383947539,0,0,0,0.74981413117056,0,0,0.844455533733587,0.743061555076955,0,0,0,0,0.796716036689694,0,0,0,0.842856420196558,0.797306551096739,0,0.796562486479905,0.799060587766231,0,0.802807566843788,0,0,0,0,0,0,0.802967331666273,0.84187084222929,0,0.75659174158331,0.797956192703026,0.799438853587149,0,0.843700605909752,0.800920170462078,0,0,0.800418735146003,0.800196065536467,0.796325611281112,0.845936882170377,0.794244354004802,0.751762932078004,0.796095717221935,0.793020218562818,0.743459248948032,0,0.798106461625266,0.800196065536467,0.798257114446837,0.799034701503773,0,0.844637556524074,0.796969744853689,0,0.795290769685606,0.796433270340837,0.79853528307424,0,0,0,0,0.747328538986061,0.749606616208791,0,0.798745149290042,0.745154961671485,0,0.795300971085439,0.741894414229969,0.846100952232888,0,0.798390439688615,0,0,0,0.74204179468801,0.795995820141697,0.842695867362494,0,0.798216085335665,0.737088900980082,0,0.796372587081695,0,0.797293586538836,0,0.740414413249316,0,0,0.797391050554778,0.799835851172647,0.842989834632401,0.794727736333915,0.795149721304448,0.747336552845759,0,0,0.743459800606495,0,0,0,0,0.844145800472358,0.799944078252452,0,0.797878082304371,0,0.795300971085439,0.792112950978106,0,0,0,0,0,0,0.797557773949916,0,0.797852276691821,0,0.797351237378506,0.794965384721906,0,0,0.798216085335665,0.794815481895478,0,0.798136650841405,0,0.795046741172031,0.74671103831779,0,0,0,0,0,0.842989834632401,0.84418499030519,0,0.843620107928735,0,0.796565800693041,0.743567049676093,0.743587298254439,0.742323746039728,0.843002306755325,0.799438853587149,0.796950880805253,0,0.799366821822093,0,0,0,0,0.804660913123471,0.795270484061469,0.799162890916197,0.745592437699393,0.798216085335665,0.750683178443213,0,0,0,0.741337191337686,0.795300971085439,0.745587201025452,0.844285677752817,0.798216085335665,0,0.751492833441578,0,0.795280607446727,0.800015360480081,0,0,0,0,0,0,0,0.795300971085439,0,0,0,0.801364251459377,0.797293586538836,0.800323090156889,0.80067658197271,0.800913728949174,0,0.798330911835541,0.849708570547546,0.797901034168795,0,0.795408875976792,0.844455533733587,0.844455533733587,0.844455533733587,0.844455533733587,0.844455533733587,0,0,0,0.79409751578301,0,0.800313232865772,0.800106552566329
"Phosphorylation of CD3 and TCR zeta chains",0.6685835311889,0.542670559532023,0,0,0.670303908416894,0,0,0.67933765654367,0.543276979653474,0,0,0.544827924942884,0.690384353235915,0,0.544827924942884,0,0.543276979653474,0,0,0.53548231747357,0.544827924942884,0.543276979653474,0,0,0,0.546976324777084,0.672029682701659,0.675167979401522,0,0.530214045935513,0,0,0.799387818214604,0,0,0,0.667786473847572,0.800954733822794,0,0.798980376469765,0.54456611642826,0,0.688521166164445,0.538818857451695,0,0.538818857451695,0,0,0,0,0.665171266696692,0,0.544722238810652,0.542775012012037,0.535391449402654,0,0.670026500093221,0.548650602752174,0.673239163542051,0.681424356312228,0.676098410988077,0.683454798071078,0.671633696607404,0.677511350017633,0.667662076364115,0,0.536152155989399,0.668907739940928,0.682893648496584,0.535541632700834,0.67946103023523,0.531453350129334,0,0,0.527495977236288,0.524186838037984,0.674893834655858,0,0.66673936978369,0.798637504589384,0,0.544827924942884,0,0.693153762651366,0,0.538783102472216,0,0.68651158194365,0,0.53606636729388,0,0.666766438949881,0,0,0,0.673572378407651,0,0,0,0,0.664626203667977,0.667360450809635,0,0.681900313917144,0.529974216634577,0,0.538984517317099,0,0.677304085975715,0,0.683454798071078,0,0.534335321314711,0.678160158914896,0.680948032733534,0.668140485806274,0.668944719610705,0.529207305717834,0,0,0,0.5306658991668,0,0,0,0,0,0.686561264225513,0,0.677304085975715,0,0.666766438949881,0.666500327484381,0,0,0,0.531457244829031,0,0,0,0,0.532732451511639,0.680948032733534,0.801073307783968,0.794742505822373,0,0,0.679751914082944,0,0,0.684582689722002,0,0.671939591019464,0.537144579476605,0.535541632700834,0,0,0,0,0.668140485806274,0.671311802298417,0,0.669812900659611,0,0.675372923945473,0.676509297018495,0.684183149669284,0,0.668173580280928,0.545569835578496,0,0,0,0,0.55790783001603,0,0,0.677950744876099,0.666685542373719,0.534659189171177,0.534176399958227,0.681900313917144,0.556059579512566,0,0,0.685968488048308,0.680505323207766,0.666766438949881,0.676862301174843,0.671578973990342,0.678200968793534,0.539679989770093,0,0,0.666712404530134,0.67331809896893,0,0,0,0,0,0.685470417185087,0.676624848634496,0.666766438949881,0,0,0.672833172145521,0.687773015114299,0.677304085975715,0.545704123482865,0.561916186973769,0.546713972043251,0.531148758089439,0,0.684750023922267,0,0.536921196413036,0.679162349070368,0.672029682701659,0.672029682701659,0.672029682701659,0.672029682701659,0.672029682701659,0,0,0,0.66727244471608,0,0,0.679517932459615
"Synthesis of bile acids and bile salts",0.693605538316581,0.701132663637559,0.708934999500653,0,0.699951128411865,0,0,0.607803364404964,0,0,0,0,0,0.707725962037752,0,0,0,0.613040160209213,0,0,0,0,0,0,0.704322341333279,0,0,0,0,0.78622175847548,0,0,0,0,0,0,0.694122739373237,0,0,0,0,0,0,0.705190702004473,0,0.705190702004473,0,0.612683715196504,0,0,0.691264571326128,0.716925105366653,0,0.701204322739115,0.789773690232385,0,0.694595479917233,0,0,0,0,0.602073419526447,0.784106332390442,0.698666405517155,0,0,0,0.694891978369233,0,0,0.606823986049415,0.706345813813197,0.70442524306186,0,0.701107029626402,0.697309679752243,0.69793469045283,0,0,0,0.59798610671216,0,0,0,0,0,0.624435434406869,0,0,0,0,0,0.700816060699517,0,0,0.700520928600151,0,0,0,0.705934466578484,0.697635653256811,0.6927664501389,0,0.702741450511264,0,0,0.603133307807161,0,0.698524213057706,0.7122730367517,0.608703267840834,0.705025015201666,0,0.700175535876149,0,0.69330158924746,0.600673341996242,0.696095411795024,0,0,0,0,0,0,0.599630969825498,0,0.593671436685584,0,0,0,0,0,0.693240385092671,0.704050315470113,0,0,0.787074648859252,0,0,0.703152161027184,0,0.787949498026662,0,0,0.694285945834102,0,0,0,0.699633981361526,0,0,0,0.695907946379986,0,0,0,0,0,0,0.69330158924746,0,0,0.694448941093996,0,0,0,0,0.706447731865001,0.693324293546294,0,0.702047370495474,0,0.59470325850185,0,0,0,0,0,0,0,0,0.702741450511264,0.71152584099756,0.707283653085242,0,0,0.611706995517422,0,0,0.692428659631634,0,0.706845495784726,0.712999739959859,0,0,0,0,0,0,0,0.598469056224514,0,0,0,0.702768671191629,0,0,0,0,0,0,0.705114333729775,0.786863013074269,0,0,0,0.790823165518731,0.693019095118108,0,0,0,0,0,0,0,0,0,0.602073419526447,0.704021188432114,0.703644946848363
"Insulin receptor recycling",0.767977775853392,0,0.777550260277255,0,0.770733561473332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777492860586146,0,0.836263441872004,0,0,0,0.76615335075747,0.83704144977601,0,0.836061138125554,0.770962150132409,0,0.778340627847704,0,0,0,0,0,0,0.853203995377794,0.76628351182818,0,0.776874341105853,0,0,0,0.768694241505358,0,0.776426764808061,0,0.773897206594984,0,0.83946219938432,0.773606087621606,0.766453525806766,0,0.710971823514539,0.765401980292242,0.775264367409239,0,0,0.774294957884902,0,0,0.770740426536529,0.765088578743014,0.771110979676439,0.777271036246472,0.840088671027733,0.835890894730438,0,0,0,0,0,0,0,0,0,0.709938594787469,0,0.840102111461373,0,0,0,0.774394861661875,0,0,0,0,0.769057747046013,0.765941820992196,0,0,0.769551625216448,0,0.769257491528241,0,0.770470916380698,0,0,0,0.771717009167957,0.769829247784361,0,0.766329125445362,0.84118367549865,0.840969566102691,0,0,0,0.773145677843904,0,0,0,0,0,0,0,0.771537643933374,0,0.840102111461373,0,0,0,0,0,0,0.71381066283117,0,0,0,0,0.837100324343677,0.766633411801464,0,0,0.777582306115906,0,0,0,0,0,0.774933815779759,0,0,0,0,0,0.766329125445362,0,0,0.76858818471023,0,0.769512052153682,0.771913092106864,0,0,0.766345557576566,0.776028261384124,0,0,0,0,0,0.772924857975827,0,0.777978686724433,0.840061944540237,0.842454930206789,0.773460049666422,0.771324375503055,0,0,0,0,0.772468537919036,0.840102111461373,0.839411897166628,0.842491640469966,0.772753044179003,0,0,0,0.840075282188992,0,0,0,0.777976882767158,0,0,0,0.844997027700305,0.840102111461373,0,0,0.7762251811913,0.776439047185743,0.770108975257427,0,0,0.774108466303289,0,0,0,0,0,0.771801721858037,0,0,0,0,0,0,0,0,0.773464158281375,0,0,0.835555196588226
"ABC transporters in lipid homeostasis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294341057230778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617073576056727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Synthesis of bile acids and bile salts via 24-hydroxycholesterol",0,0,0.593545916651687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57722375686386,0.460277012584873,0,0,0,0,0,0,0,0,0,0.473470974636914,0,0,0,0,0,0,0,0,0,0,0,0,0.585778641254541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588037912066283,0,0,0,0,0,0,0,0.58163048012548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586507997665409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583113684520842,0,0,0,0,0,0,0,0,0,0,0,0
"Attenuation phase",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595558180690221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602592187463976,0,0,0,0,0,0,0,0.591368933139895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595798148143466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595209847132369,0,0,0,0.58712984380218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597247187446914,0,0,0,0,0.598979679901932,0,0,0,0,0,0,0,0,0,0,0.586758599901827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608418587161342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000127358353057678,0,0,0,0,0,0.596828078171449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602080435293882
"LGI-ADAM interactions",0.371277991274342,0,0,0,0.361539301007399,0,0,0,0,0,0,0,0,0,0,0,0,0.396774491524457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379717161185156,0,0,0,0.370556727515504,0.381135076036128,0,0.37934846379144,0.363900007221166,0,0,0,0,0,0,0,0,0,0.368190205005792,0,0,0,0,0,0.357822652302953,0,0,0,0,0,0.374038111106076,0.363192291524262,0.370444159207233,0,0,0.371571370446719,0.393095086962301,0,0,0,0,0.374558628094556,0,0.357963480156897,0.376988236901593,0,0,0.379038196200363,0.35656569528128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365638447721141,0,0,0,0,0.358485139023013,0.370171215756485,0,0.482934786422671,0,0,0.360793276893314,0,0,0,0,0,0,0.36183529932331,0,0.370877075855288,0.356843740226493,0,0,0,0,0,0,0,0,0,0.350874551871006,0,0,0,0,0,0.369392883068898,0,0,0,0,0,0,0,0,0,0,0.381242374591077,0.354066802230703,0,0,0,0.353103896917227,0,0,0,0.356206256154482,0,0,0,0,0,0,0.370877075855288,0,0,0.357629364414638,0,0,0,0,0,0.370907023318222,0.366752385675182,0,0,0,0,0,0.382321160267279,0,0,0,0,0,0.365219796417413,0,0,0,0,0.49533094302592,0,0.381127086603499,0.373988592158781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386142726923651,0.38154433380654,0,0,0,0.372248688623851,0,0,0.387536534831557,0,0,0,0,0,0,0,0,0.35533048488868,0,0,0.381172621123707
"Iron uptake and transport",0.777268874247951,0.70077578655027,0.742814380498358,0,0.778580031883735,0,0,0.73597115378468,0,0.702908936773566,0.704939113883147,0,0.738987370981833,0.70346864273349,0,0.71930755667791,0,0,0,0.747080895662437,0,0,0,0,0.702045262216603,0.744063577621308,0.778209819921246,0.735350502653923,0,0.735227422332073,0.743375415283162,0,0.813825419663865,0.699725404436408,0,0,0.777051243753785,0.8142532541501,0,0.77380243265919,0.745151669173489,0.702583434491218,0.783554116683376,0.782425267065205,0.704101192498163,0.782425267065205,0,0,0.706302121860238,0.785109750950252,0.776337181169977,0.788104457701361,0,0.700804306511964,0.782921870232435,0.701375914642164,0.777662866021729,0.704811413449873,0.742022572040747,0.736540911414726,0.700771248110261,0.781329361483467,0.772019616056073,0.7412680432396,0.778149438315071,0.720283227982348,0.701398806847752,0.776971799350672,0.780790546174145,0,0.745084889095645,0.7015856985545,0.701719836044948,0,0.637239811573779,0.735335687545141,0.780843354896234,0.743253431814986,0.775660402702175,0.813620552188755,0.699958968629595,0.743476973253794,0,0.783977590594545,0,0.702574315908,0.718720952310396,0.7379299399961,0,0.701345660932232,0.703081995636262,0.775667793733798,0,0,0,0.745290634471855,0,0,0.705975378784093,0,0.699937015502175,0.776934921377132,0.702895345105196,0.744633189313511,0.739429450497192,0.704994108121123,0.700633461398923,0,0,0,0.781329361483467,0,0,0.744528674610665,0.780644908118722,0.777147904048494,0.776262556835605,0.778381913435586,0.716907354975794,0.705704084038743,0,0.739610138951885,0.702411211747757,0,0,0,0.698232633095479,0.701082921031053,0,0.743964828314889,0,0.775667793733798,0.776314473540579,0.638411224523327,0,0.706302121860238,0.700804306511964,0,0,0.700892126606536,0.701678881674973,0.744900729185046,0.736410854854879,0.814285629875693,0.772058280976254,0,0,0.74341418234747,0.781222677389354,0.705787084754311,0.701893660861135,0,0.73768460372631,0,0,0,0.702895345105196,0,0,0.777147904048494,0.743283277795251,0,0.777604544307745,0,0,0.735198891553061,0.781528232392779,0,0.777156940245138,0.742593036302803,0.700773454733532,0.701576579971282,0.71504845267037,0,0,0.7412844256165,0.704868702576509,0,0.775645705533949,0.779198730315049,0,0.745164312735878,0.749247060297069,0,0.703481949472711,0.78201570556884,0.780524029622447,0.775667793733798,0.774214748408673,0.776981820121535,0.700142061521168,0.784092823827643,0.71150276698409,0,0.775653040043114,0.780774964678569,0,0,0.743664603087641,0,0.700142061521168,0.737645657813169,0.778359558127782,0.775667793733798,0,0,0.741911719152664,0.782508418071121,0.779226482034732,0,0,0.746695312679469,0.700720076534897,0.700225254642274,0.78201570556884,0.699913803323726,0.702296197272725,0.740666801603362,0.778209819921246,0.778209819921246,0.778209819921246,0.778209819921246,0.778209819921246,0,0,0.703382338275112,0.740393404477369,0.701576579971282,0.715734138367126,0.778250435479746
"Signaling by NODAL",0.73134849382414,0.650088168981292,0,0,0.734681527813441,0,0,0.735585081559845,0,0,0,0,0.74221892388986,0,0,0.57726787137278,0,0.740424358004051,0,0.574081124252259,0,0,0,0,0.735554576299975,0.745172202329574,0.563292113205791,0.735302634368557,0,0.731474704552253,0.565704592395778,0,0.732512165435619,0,0,0,0.730869839174913,0.733453140948822,0,0.732267485567128,0.730089970048606,0.657586197428578,0.745172202329575,0.571363640454769,0,0.571363640454769,0,0,0,0,0.729299336029711,0.662980646267446,0,0.65015089554134,0.734583876392193,0.734814139868932,0.732215035964752,0.57726787137278,0.731922770359445,0.736838201622824,0.736925745513282,0.738057537218228,0.73109997191598,0.735778507366802,0.645907825878552,0.579413754502704,0.569762213572603,0.64507377156802,0,0.650480520316172,0.735659170822933,0.651256790179181,0.653418683619719,0,0,0.567297881106804,0.728189745247313,0.565436302998215,0.647515764677194,0.732061581661443,0.651813969638437,0.743882029696164,0,0,0,0.578284893108629,0.57597769873937,0.739893219215527,0.566909808912137,0.568973531194249,0,0.647532020448989,0.735256092396416,0,0,0.733844630070553,0,0,0,0,0.729097456205564,0.73061400073367,0,0.737124027132001,0,0,0.730629213359782,0,0.73565403966274,0,0,0.566575350505891,0.7375989049095,0.733253455291505,0.736552156336422,0.731082433001139,0.727493224273475,0.733948219823606,0.577926163212307,0,0,0.575457608676351,0.735912841291929,0,0,0,0.564088730710038,0.73899166987771,0,0.733432482127665,0,0.647532020448989,0.643628054798114,0,0,0,0.73222127935866,0,0,0.664772187175786,0,0.732987075714464,0.736552156336422,0.733524347843044,0.804888837747114,0,0,0.651496415306538,0.647844917453642,0,0.739666251785586,0,0.721412083515367,0.740199356313228,0.650480520316172,0,0,0,0,0.731082433001139,0.72942966694878,0.658208920031043,0.73208676368537,0,0.733204151615822,0.732035959103127,0,0,0.731102307134825,0.734583876392193,0.73651646646151,0,0.735804765369192,0,0,0,0.581334906035396,0,0.647483439850984,0.731543161158606,0.738416883644641,0.652236717913656,0.658812869599472,0,0,0.572952918211441,0.736286297204615,0.647532020448989,0.734098563220016,0.73240277996659,0.737124027132001,0.737159261723761,0.660103042232882,0,0.647499571307768,0.570224043299438,0,0.581914973692945,0,0,0.734902469596926,0.739267971411563,0.651840084843186,0.647532020448989,0,0,0.732610346366291,0.742872301737217,0.734363867029329,0,0.744400305760024,0.65320057769386,0.732036024666839,0,0.738231406061759,0,0.655023698797997,0.737701362180965,0.563292113205791,0.563292113205791,0.563292113205791,0.563292113205791,0.563292113205791,0,0,0,0.644091732232018,0,0.665532887470856,0.735834670350575
"The canonical retinoid cycle in rods (twilight vision)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421653886508502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
