"","GRM1","IL22RA2","PCMT1","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","ARID1B","MYCT1","VIP","FBXO5","ADAT2","MTRF1L","PEX3","SNX9","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","PEX7","HECA","SCAF8","KATNA1","IL20RA","CITED2","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","IGF2R","LPA","PLG","MAP3K4","EPM2A","AGPAT4","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","RNASET2","FGFR1OP","CCR6","KIF25","FRMD1","AHI1","THBS2","PHF10","TCTE3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","FIG4","WASF1","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","FYN","TUBE1","LAMA4","KHDRBS2","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","TRAPPC3L","RWDD1","HTR1E","KPNA5","GPRC6A","COL9A1","GOPC","NUS1","PLN","MCM9","ASF1A","MAN1A1","SMAP1","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","EPHA7","HEY2","NCOA7","TRMT11","CENPW","RSPO3","RNF146","ECHDC1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Ribosomal scanning and start codon recognition",0.796209378681845,0.797953433715548,0,0.797360090062798,0,0,0.847810957235271,0,0.852313680581743,0.804164276117677,0,0.802958732967673,0,0.807500177005726,0,0,0,0.801053118190851,0,0,0.800450298843474,0.799555226852068,0.807309528773289,0.796635214035627,0.847325926865229,0,0.8502120457511,0,0.844773555012887,0,0,0.795934777883187,0.845313386032725,0,0.84463318389686,0.798618867711897,0.801450135908537,0.803378516093426,0,0.803745363081216,0,0.805884086020796,0,0.802015829908304,0.797989419500944,0.803695620572888,0.795945081073275,0.804653007993547,0.893421441060387,0.848529863383291,0.798958805403413,0.800931380218118,0.849005783785174,0.797417207879911,0.842877587469769,0.808731255032974,0.799010480618999,0.846766048280706,0.800378048495832,0.851908277044783,0.800571374764009,0.848033761907433,0,0.799732113510818,0.844610815812613,0.801972762454036,0.850058130014647,0.8445150582774,0.803912845047021,0.849689838970177,0.801830293400954,0.850282505444169,0,0.801874449732437,0.84347994337671,0,0,0,0.841886128906668,0.806362565450791,0.844006506034491,0.795026578445453,0.796934867149175,0,0.844885264317895,0,0,0,0.848365761218557,0.795295314735745,0.845181900306276,0.848531344788254,0.804471661599975,0.805779357761681,0,0.847110725935988,0.801028071139142,0,0,0,0.796352064936651,0,0.796581428861202,0.845936650759361,0.801210173525972,0,0.805884086020796,0.80234021530656,0,0,0.799707748362185,0.851224394964051,0.80277954727848,0.852214742547092,0.847762304401933,0,0.852008491838321,0.805884086020796,0,0.845974921100236,0,0,0,0,0,0.795295314735745,0.800284231493774,0.79587149217067,0,0.798991979304538,0,0.798748403318617,0.800571374764009,0.802126144444147,0,0.851389266179731,0,0.84657053656636,0.803912845047021,0,0.853036693895799,0.801437386830564,0.79951485278878,0.84347994337671,0.798259765221174,0.798761334706887,0.805173100986047,0,0,0.798164913258232,0.849923805185841,0.847827844900698,0,0.850717092189881,0.894287552061221,0,0,0.800693112736741,0.802233935995556,0.852113462870006,0.801437386830564,0.851720481265363,0.804222646332535,0.799092547755365,0.796635214035627,0.796635214035627,0.796635214035627,0.796635214035627,0.796635214035627,0,0,0,0.894351048710237,0.800571374764009,0.798518567156233,0.847873065577959
"Neurotransmitter receptors and postsynaptic signal transmission",0.881327932194228,0.868812910989714,0.870332716077919,0.868623318666855,0,0.88360796531605,0.883572434028565,0.853801364356816,0,0.853373746017461,0.853972099590965,0.870162403956983,0.853972099590965,0.870638019196477,0.853801364356816,0.855295634082533,0.854484176645204,0.867697212450588,0.853972099590965,0.853801364356816,0,0.853209659497869,0.854290144892941,0.882822768397188,0.853865948177672,0,0.852087379796558,0,0.868641227091904,0.855525439709109,0,0.882355656331925,0.867105914927369,0,0.868004036432056,0.868480268368611,0.854378380715719,0.869894273253935,0.853913078394202,0,0,0,0.870703779155368,0.853996839751406,0.868824409602047,0.869007644405517,0.881486780888268,0.869739720075928,0.868524842780271,0.855177755752802,0.869435447243679,0.854002938783775,0.881663708517531,0.868135500810797,0.868562978399945,0.871031388101201,0.86914751610835,0.86882565305849,0.883513348419169,0.868425813095037,0.869333806500409,0.870229840125472,0.884080497964502,0.869039282517292,0.882935724795573,0.869418870105281,0.852038198783391,0.868558629096112,0.855417879191304,0.868575023476093,0.854589218780812,0.869610525124702,0.853903087727106,0,0.853564144382958,0.868450991901285,0.883303406460485,0,0.868878113049561,0,0.868251771290506,0.882308757744572,0.86909360347639,0.853583427381641,0.867417094841741,0.854259939676936,0.852247001333855,0.868782705782989,0.854870643201601,0.882394627606459,0.868250741210138,0.868855357872009,0.884417002877854,0,0,0.853266121021971,0.853235596334072,0,0,0,0.882732293180774,0.855341306006109,0.868551732376496,0.868560633955451,0.839461302615336,0,0,0.869069255755939,0,0,0.87002555795521,0,0.869742423685465,0.854276789466502,0.88293632736166,0,0.854866212799282,0.857218035177925,0,0.868034325083339,0.855666467316151,0.869300415593292,0.855737781090433,0.870703779155368,0,0.882394627606459,0.841680251461793,0.882578734772282,0.869004583152924,0.868972619644192,0.852972293410224,0.868381859108995,0,0.868920843472511,0.869841488063805,0.854001217623153,0.855339716380108,0.867955593364067,0.870467273360327,0.869635211144618,0,0.85414458954132,0.882640338225386,0.853564144382958,0.869339275924279,0.869486642650162,0.869354200525583,0.870703779155368,0,0,0.854774634473363,0.85402632708421,0,0.869472670900865,0.868371356183201,0.869931378019426,0.867830560388304,0.868999417494659,0.869035296108184,0.868729195983991,0.884357216588796,0.868603625760192,0.870077993858846,0.869592475839632,0.881707300499133,0.881707300499133,0.881707300499133,0.882822768397188,0.881707300499133,0,0,0.870427112347577,0.867867998762104,0,0.870001697141366,0.86934158496442
"Translation initiation complex formation",0.796209378681845,0.797953433715548,0,0.797360090062798,0,0,0.847515536900732,0,0.852313680581743,0.804164276117677,0,0.802958732967673,0,0.807491578637824,0,0,0,0.801043533613283,0,0,0.800436837148119,0.799555226852068,0.807297733599571,0.796635214035627,0.847325926865229,0,0.8502120457511,0,0.844478134678348,0,0,0.795934777883187,0.845017965698187,0,0.844337763562322,0.798609283134329,0.801440551330969,0.803378516093426,0,0.803745363081216,0,0.805884086020796,0,0.802009347893719,0.797989419500944,0.803683825399172,0.795945081073275,0.804653007993547,0.893421441060387,0.848234443048753,0.798952323388828,0.80092179564055,0.849005783785174,0.797404044638217,0.842817190846237,0.808722656665072,0.799003998604414,0.846766048280706,0.800378048495832,0.851908277044783,0.800571374764009,0.847974982892921,0,0.799732113510818,0.844610815812613,0.80196096728032,0.850058130014647,0.844219637942861,0.803912845047021,0.849689838970177,0.801830293400954,0.84998708510963,0,0.801867967717851,0.843184523042171,0,0,0,0.841878378294207,0.806354740356987,0.844006506034491,0.795026578445453,0.79692838513459,0,0.844885264317895,0,0,0,0.848070340884018,0.795295314735745,0.845181900306276,0.848531344788254,0.804463063232074,0.805779357761681,0,0.847110725935988,0.801021589124557,0,0,0,0.796352064936651,0,0.796574946846617,0.845936650759361,0.801210173525972,0,0.805884086020796,0.802328420132844,0,0,0.799707748362185,0.851224394964051,0.802767752104763,0.852214742547092,0.847762304401933,0,0.852008491838321,0.805884086020796,0,0.845974921100236,0,0,0,0,0,0.795295314735745,0.800274646916205,0.79587149217067,0,0.798991979304538,0,0.798741921304032,0.800571374764009,0.802117546076246,0,0.851389266179731,0,0.84657053656636,0.803912845047021,0,0.853036693895799,0.801437386830564,0.802527411502014,0.843184523042171,0.797488884360321,0.798761334706887,0.805161305812331,0,0,0.802100366344623,0.849628384851302,0.847827844900698,0,0.850421671855342,0.894287552061221,0,0,0.800693112736741,0.80222214082184,0.852113462870006,0.801437386830564,0.851720481265363,0.804210851158819,0.799092547755365,0.796635214035627,0.796635214035627,0.796635214035627,0.796635214035627,0.796635214035627,0,0,0,0.894342910387828,0.800571374764009,0.798504548297791,0.84757764524342
"Phase II - Conjugation of compounds",0,0,0,0,0,0,0.744007414013695,0,0.744218424437577,0,0,0,0,0,0,0,0,0,0,0,0,0.744299753102083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718218230475221,0,0,0,0,0,0,0.723917858433798,0,0,0.744191798394038,0,0,0,0.6974502215333,0,0,0.742731532941639,0.720122710151478,0.718505811145388,0,0.722027839089857,-0.0179115915887776,0,0.721623746894481,0.742747741710266,0,0,-0.0179115915887776,0.719889405235715,0.745570438984583,0,0,0,0,0,0.745361467764203,0,0,0.693696868112624,0.743996507413227,0.7439530821853,0,0.720148639754739,0,0,0,0,0,0,0,0.743388198703728,0,0,0,0.715640019301804,0.719962731076451,0,0,0.745773480763337,0,0,0,0.744191798394038,0,0.742656250331017,0,0.721096565488192,-0.0179115915887776,0.722012411251563,0,0,0.743496356711741,0,0.7454425404751,0,0,0.743721772514105,0,0.715097562178604,0,0,0,0,0.742131679266654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720894913722125,0.722710035149233,0.719673418365157,0,0,0.718099489056693,0.693696868112624,0,0,0.74494987532469,0,0.770052341759343,0,0,0.720616306030433,0.742723798998254,0,0,0,0,0.72105803031346,0.743441826111429,0.766451605472785,0,0.766249971470738,0.744462208794534,0,0,0,0,0,0,0,0,0,0.741960602936485,0,0,0.744125213962054
"Transport of small molecules",0.862576995689003,0.851568222898788,0.852042527674071,0.857426712206547,0,0.86301618195416,0.857077021195939,0,0.857211674960817,0.857314214058154,0,0.852407830625527,0,0.857714441481704,0,0.858008033453827,0,0.858008518092633,0,0,0,0.857875541819565,0.853080706283462,0.862720064832362,0.862850353189909,0,0.851759833645214,0.858043569919718,0.856906309131656,0,0,0.862543905353128,0.856971360616754,0,0.856938410191794,0.862911577129291,0.851590857242769,0.863521248894799,0.857818715860056,0.857243394785854,0.852470240967951,0.852254320625707,0.858328005638517,0.851784707798212,0.851572559309066,0.857537610368878,0.862636901448883,0.857875541819565,0.857480404847317,0.856665500561249,0.857430516178682,0.857178060464248,0.857710091161318,0.86560690713438,0.857494786729956,0.857862790596523,0.857929208807941,0.856966788524292,0.857955728553045,0.857248918010766,0.857716473801023,0.857543688682016,0.857716473801023,0.857834549672826,0.863283448593966,0.857726257042559,0.851741286272298,0.856941310464131,0.857712079425126,0.862795170405094,0.857389220259311,0.856966618027659,0.857684576524186,0.85166804905722,0.856787618019347,0.85741682838464,0.862901325299019,0,0.85755316394063,0,0.857860652013847,0.862526218739274,0.851192085008003,0.852113479512948,0.856801393617728,0.857678251979025,0.857379937438747,0.85143161710272,0.857648003025612,0.862558602381823,0.862524995747732,0.857529397803449,0.857349495012257,0.852742189395069,0.852498748980831,0.857659123697769,0.857374851212321,0.847240250488881,0.857850187648388,0,0.862685944397048,0,0.858425749919309,0.856866843284915,0.858012660962317,0.863440899050595,0.852254320625707,0.857560637813116,0,0.858208324571823,0.857553774416189,0.857358449046958,0.857609984366306,0.856735643789706,0.860921573582178,0,0.85777987509951,0.852079353124835,0,0.857366349435611,0.852397252073086,0.852167590461939,0,0.846884790624036,0,0.862558602381823,0,0.862628033734311,0.858141410577212,0.857874648458799,0.85146984055654,0.862351558355753,0.857247946910968,0.857066852169026,0.857436515127295,0.851773395888019,0.852274026237118,0.857148402927343,0.852755980685283,0.857843378102376,0.85131256003387,0.852153397571568,0.863071936368521,0.856787618019347,0.857128378765577,0.86338865726316,0.857640735740418,0.852845172853049,0,0.851439849689698,0.85692339341912,0.86291083603066,0.852161420213685,0.863362252250345,0.863485600628182,0.85263925613643,0.857486360142783,0.857284778589685,0.85733390288794,0.852124027527076,0.863298743086354,0.852076671899001,0.857632178736803,0.857819787405205,0.862720064832362,0.862720064832362,0.862720064832362,0.862720064832362,0.862720064832362,0,0,0.851297414325552,0.862639406315266,0.851439153239216,0.857171109479552,0.863250053297076
"Receptor-type tyrosine-protein phosphatases",0.250761435005988,0,0,0.25450207034473,0,0,0.312800451982197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191469475127543,0,0,0.250397158235734,0.192185597955119,0,0.252664880391259,0.311614390801707,0,0,0,0,0,0,0,0,0,0,0.251420910836381,0,0,0,0,0,0.253359496279972,0,0.191003929707772,0,0,0.250909607177491,0.198605893350726,0,0,0,0,0,0.18825918403721,0,0,0.191126561500253,0,0,0,0,0,0,0,0,0,0,0.256572358651027,0,0.252959555210881,0.250202454180873,0,0,0.192702367697074,0,0,0,0,0,0.191590132374794,0,0,0,0,0,0,0,0,0,0,0,0.25524219368014,0.249809354549645,0,0,0,0,0,0,0,0,0,0,0.250728058845128,0,0,0,0,0.251808597491235,0,0,0,0,0,0,0,0.251323290116052,0,0,0,0,0,0,0,0,0,0.256360917353837,0,0,0,0,0.255484817666523,0,0.194367492868071,0.256360917353837,0,0,0,0,0,0,0,0,0,0.198091357438589,0,0,0,0,0.258706830659952,0,0,0.195418676986663,0,0,0,0,0,0,0,0,0.189943365593291,0,0,0.256962805381144
"Blood group systems biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665303201457408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658331372050961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667078072540316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Degradation of the extracellular matrix",0.87033519581963,0.852204159581984,0,0.871104205065625,0,0,0.853626665751535,0,0,0.835957673240431,0,0,0,0.855111785696117,0,0.871916645394309,0.87201715886447,0.871151420717591,0,0,0,0.833922488577603,0.853917896769851,0.851674007958622,0.852751259896097,0,0,0,0.869664136209509,0.871336341206154,0,0.869712193431253,0.869881241367222,0,0.86960768281546,0.870247681044836,0.872901997643435,0.872585104149636,0.87267497087089,0,0,0,0,0,0.852218632073054,0.871902410661816,0.870535127449585,0.873216479581531,0.852484011379853,0.853618116853043,0.871474463065834,0.872395695265141,0.870757813758191,0.871357304020485,0.868989537534669,0.855606891348515,0.872305484066037,0.831838659103413,0,0.870806707340144,0.872395695265141,0.871940454298207,0.87309766966516,0.835135548399003,0.870581928229461,0.871209524610693,0,0.869560175947013,0.854600870570136,0.887999491590444,0.853067954293836,0.854322981184763,0,0.83555669900167,0.851587178208962,0,0,0,0.852963221730494,0.836659841227008,0.870338891492288,0.869653165492315,0.833587741611189,0,0.833404662204561,0.870285379782059,0.832731069047711,0,0.871192426020861,0.869761243821538,0.852186664643542,0.870325492758415,0.853893800269869,0,0,0.870956576427865,0,0,0,0,0,0,0.871328586396975,0.831505098279636,0,0.873802261771515,0,0.871357304020485,0,0,0,0,0.871533991231013,0.853552119485263,0.88730268088339,0,0.86964769025099,0,0,0.870287631670484,0.871312726087002,0.888716739114599,0.871603600302816,0,0,0.869761243821538,0.834675021880499,0.870505532021165,0.889766348561108,0.872496612562647,0,0.852851722266777,0,0.852950497915392,0,0,0.870901467765821,0.871155181525774,0.872918806444321,0,0,0.872743981449856,0,0.851587178208962,0.852771125531482,0.871155181525774,0.872496612562647,0.854803807188348,0,0.833603207037543,0.854178721827124,0.852953117496429,0,0.872054463050243,0.870110600970727,0.872611221615737,0.836581976752581,0.871623918849266,0.871314561410799,0.870116861566269,0.83515866666309,0.870189672342923,0.851482481496361,0.871288386285196,0.851674007958622,0.851674007958622,0.851674007958622,0.851674007958622,0.851674007958622,0,0,0,0.869472146539162,0.851700460407893,0.872223879958621,0.871850219921733
"The canonical retinoid cycle in rods (twilight vision)",0.737335390019193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738149233603765,0,0,0.737000630614859,0.738807328960827,0,0.737978110462768,0.740762104957039,0,0,0,0,0,0,0,0,0,0.742085976426389,0.737941428488243,0,0,0,0,0,0.738616441589358,0.740433633600714,0,0,0,0.679747821029027,0,0.741252487846756,0.743581234809833,0.685584049282857,0,0,0,0.739985680431484,0,0.737834106285793,0.74765474299702,0.73854804193095,0,0,0,0,0,0,0,0,0.741568965552918,0,0,0.736821703439839,0,0,0,0.740346583919826,0,0,0,0.737149313559331,0,0.737305977822807,0,0,0.689052527628983,0,0,0,0,0,0.680713838224459,0,0,0.678736721929685,0,0,0,0.740433633600714,0,0,0,0,0.740969212921471,0,0.736198229668742,0,0.740472342036742,0,0,0.736084723549659,0.743525467686825,0,0,0,0,0.737149313559331,0,0.737851717980035,0.739535507203764,0,0,0,0,0,0,0,0.742278849713425,0,0.74765474299702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740457186352367,0,0.739444268601368,0,0,0.743729642722104,0.740304070981017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RA biosynthesis pathway",0,0,0.624271580618612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622930477799848,0,0.678769209078497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62336824010705,0,0,0,0,0,0,0,0,0,0.682580757160061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Translation",0.829789291119746,0.830162604552833,0.831311676377356,0.82995526318952,0,0,0.84763948329672,0,0.864175794131115,0.832332956464425,0,0.831911684644806,0,0.833465694481291,0,0.833234825204137,0,0.831486777668069,0,0,0.832840496896933,0.848601103652425,0.833530227646694,0.829925114653385,0.847208808283493,0,0.863304776712864,0,0.846578076277703,0,0,0.829693333062899,0.846766717883782,0,0.848067337576531,0.849124010285306,0.83162551378577,0.832058376035513,0,0.833298937927915,0.833172274555395,0.832933936568112,0.85059587851613,0.831725332369192,0.830175179629299,0.849503495169284,0.829683950686065,0.832503741696505,0.863771172402653,0.847890701928846,0.830657068428747,0.849673461012218,0.849266541423269,0.832092146545078,0.847124378455639,0.833895889352898,0.830488407175555,0.847863608933504,0.831009875660769,0.849264577476546,0.849932107740289,0.849536551098245,0,0.831134869257619,0.847163106719559,0.831786394321789,0.863232136989065,0.846487745715811,0.832245094968432,0.848489353923245,0.831517356337601,0.848503155087513,0,0.831675927680571,0.846126029307959,0.831389266080801,0,0,0.849096648396211,0.847734442636602,0.847417222405118,0.829139827686327,0.829949811993207,0.832442746970763,0.847724300671918,0,0.848956192128408,0,0.847833357139868,0.829233736416188,0.847278796396719,0.848832373982416,0.832407392921762,0.832897339732666,0,0.847431179231769,0.83303935785481,0,0.848118506682932,0,0.848457688240243,0,0.84874625535357,0.84810204937919,0.831536797165901,0,0.832933936568112,0.831914799125721,0,0,0.848867779008957,0.848045205358374,0.849183377333901,0.849184951582818,0.847845627592749,0,0.849299597101042,0.832933936568112,0,0.848100421628343,0,0.848520116747465,0,0,0.833653014240805,0.829233736416188,0.833612861774451,0.829658235363553,0.848196589399032,0.830586488046829,0,0.848268932829331,0.831077432685812,0.849480484404963,0,0.849083211383161,0,0.84904095037297,0.832245094968432,0,0.847783920457419,0.831380056842474,0.831858010341488,0.846126029307959,0.848013662529447,0.830444922046564,0.832904738726779,0,0.866857540672419,0.831855472656061,0.848377808839621,0.847384201361792,0.832494858862602,0.848655019538941,0.86407383113147,0,0,0.831119973491829,0.831877660281927,0.849336278772308,0.831380056842474,0.849198953056787,0.849687662032787,0.848191728380833,0.829925114653385,0.829925114653385,0.829925114653385,0.829925114653385,0.829925114653385,0,0,0.831732082304485,0.863877054408281,0.831077432685812,0.830602876330737,0.849199500163284
"Regulation of insulin secretion",0.87621409716873,0.821770314241948,0.824146724724431,0.850130429821106,0,0.878412067713641,0.851996016012714,0,0,0.82345028964968,0,0.854737573134441,0,0.830390403152639,0,0.853743818727772,0.820981273756675,0.85176321869443,0,0,0,0.852684998143789,0.829720210166664,0.876930107180738,0.821763369164065,0,0,0,0.852792207409326,0,0,0.876048491845104,0.853117766880313,0,0.852707552870042,0.85083773920435,0,0.853968956857247,0.879722700722621,0,0,0,0.854990734526298,0.823322948747437,0.821792016428051,0.852558109564023,0.876513904121119,0.852730179930967,0.821362617351039,0.823063262244906,0.850554378761088,0.851888919470271,0.877816879940852,0.850176358577937,0.849247928871219,0.831132837537782,0.852140759563253,0.849506741517526,0.87986102092872,0.850443469948818,0.850521542888943,0.852393920955111,0.851691005134804,0.825014650352272,0.880104811741547,0.853824830482158,0,0.852636314069809,0.854866600855967,0.852860469984151,0.823235136859432,0.824120239708595,0.820426753780892,0,0.820017773517038,0.852391726214307,0.877837251138269,0,0.851071611891885,0,0.848881801396228,0.875959976653772,0.849333788903992,0.823846036880387,0.849363445183762,0.877703733408845,0.851613568790856,0.822714166027945,0.822964296064795,0.87612204522947,0.849261263425054,0.851268450201569,0.828563976294715,0,0,0.822557834707605,0.821921800817271,0.826689100951661,0.793350338183626,0,0.876759346576983,0.823011342647438,0.850929016612441,0.849006551257307,0,0,0,0.877746796846013,0,0.795142685693568,0.852008364024575,0,0.854311383553386,0.822964296064795,0.878052199361593,0,0.852206220346093,0,0,0.852189246944813,0.824060247286778,0,0,0,0,0.87612204522947,0,0.876469524373897,0.853348968601237,0.823636459232154,0.82062331707378,0.851327376933616,0,0.827149449718099,0.850423085795747,0.822525757727675,0.823443545947696,0.849272392498853,0.853748638080865,0.854350457073966,0,0.824007400599494,0.878691098663001,0.820017773517038,0.851159467888822,0.853812420362984,0.852218410838718,0.854195013054626,0,0,0.823903915966437,0.822066064200292,0,0.853173235385576,0.853750207880284,0.852852388897513,0.85072622593042,0.852349452856808,0.877682702277535,0.820520619747598,0.879826185355678,0.82028362172671,0.852875946481877,0.851959592220667,0.876930107180738,0.876930107180738,0.876930107180738,0.876930107180738,0.876930107180738,0,0,0.82200184686132,0.848704858398617,0,0.827671220355769,0.852621153908089
"Neurexins and neuroligins",0.927900625344637,0,0,0.892980821780599,0,0,0.894349419740677,0,0,0,0,0,0,0,0,0.897396017760367,0.894393250620428,0.860974446111141,0,0,0,0,0,0.892427478520533,0.893252826547072,0,0,0,0.925921693969946,0,0,0.891311547049149,0.926333780789216,0,0.925814539907665,0.892659702178039,0,0.897575063216963,0.863774318615918,0,0,0,0,0,0,0,0.89131571896385,0.865116570927533,0.89274556272997,0.89489820581818,0.861131599670325,0.89543219646946,0.858188547310393,0.893461228346558,0.890958384717697,0,0.861829575032301,0.891285984710043,0.896891689738357,0.894946878800654,0,0,0.896444165779401,0,0.89223405525195,0.893180728575957,0,0.925724367225828,0.897982949964555,0.892280506639137,0,0.896236107245932,0,0,0.891043285673528,0,0,0,0.894172151661819,0,0.891680369585777,0.891199506248916,0.857163198791202,0,0.892443558980781,0.859552476131762,0,0.892507800040829,0.894772936360488,0.891404649486372,0.891616156825175,0.89118230292919,0,0,0,0.860733538042637,0,0,0,0,0,0,0.893406719488943,0.8906528536488,0,0,0,0,0,0,0,0,0,0.894772936360488,0.924700012343809,0,0.895023379027569,0,0,0.890423676930715,0.862830020260421,0,0,0,0,0.891404649486372,0.861572134268382,0.89125954394668,0.859044595289693,0.895623747368467,0,0.894175447310975,0,0,0.861328428644654,0,0.862049411751347,0.894050479557166,0,0,0,0.896093277705702,0.928547420675885,0.891043285673528,0.893698420213215,0.894458366304759,0,0,0,0,0.895962288878529,0.89363597201143,0,0.896567854520832,0.894379618959345,0.931520377261501,0.898474412691082,0.895204679941893,0,0,0.896093277705702,0,0,0.895276214686566,0.892427478520533,0.892427478520533,0.892427478520533,0.892427478520533,0.892427478520533,0,0,0.897270162639627,0.891176361319489,0,0,0.8943968309276
"Regulation of IGF Activity by IGFBP",0.890376958724008,0.892057251404979,0.872455908582734,0.891819858849257,0,0.870193934510149,0.892537167050271,0,0,0.856072508971767,0,0.855885297811268,0,0.876118596321661,0,0.891504980961576,0,0.892115565083017,0,0,0,0.872617181258072,0.858064629388787,0.869915503575485,0.85461012636841,0,0.853620420768155,0,0.870921086549896,0.892443646547351,0,0.890010272525049,0.871137069083565,0.913091227009635,0.870864925069397,0.873698969118874,0,0.89318997577745,0.892170815044365,0,0,0,0,0,0.89207164906058,0.872637872058216,0.890575856532117,0.877016331477292,0.891374913019926,0.854772842868584,0.872152903378154,0.892594755809601,0.889465518039477,0.891561733958236,0.889886803802091,0.876611141843682,0.871170997073679,0.870786376295876,0.854299580815958,0.89140570388297,0.891561197115599,0,0,0.854387478095314,0.872977309668308,0.873274976085958,0.853558840181807,0.870817663853118,0.893312221356908,0.908676651424466,0.855528837922499,0.85547406243362,0.874146740235206,0,0.890804359352763,0.871470648224453,0.869812589928259,0,0.873005344477294,0,0.890676769192862,0.889951549812317,0.870904389497636,0,0.870601798981701,0.890913731993604,0.872595994317191,0,0.872894831254163,0.889955944672838,0.890808478104667,0.89104517316752,0.874906908948107,0,0,0.891811618397667,0.875887997346642,0,0,0,0.869097486916529,0,0.891533164830021,0.870454540274054,0.854986353512929,0,0,0.891255156912528,0,0,0,0.852865208608464,0.891430930495242,0.874956525427606,0.890681617566625,0,0.891702619487357,0,0,0.890191015706562,0.872316949715136,0.872961762048247,0.892709523680127,0.872624390600784,0,0.889955944672838,0,0.890546414138015,0.891266974828443,0.87142277659457,0,0.892613937022576,0,0.874784976442028,0.871840831600956,0,0.872377872862109,0.89159949487839,0.893931654193325,0.875589543267497,0,0.875498412582584,0.870540810836378,0.890804359352763,0.891158153503776,0.891702619487357,0.854579343700203,0.894227788099389,0,0.872299550683549,0.85533054902336,0.872236654108887,0.854721333006522,0.892662078557856,0.891365212600973,0.855597311008886,0.873466550121285,0.872638603804832,0.891212635319615,0.872980118661407,0.892516468438705,0.872822889529444,0.891695448324382,0.890879970502972,0.869915503575485,0.869915503575485,0.869915503575485,0.869915503575485,0.869915503575485,0,0,0,0.888925241643078,0.873023734776745,0.892933744041223,0.892052101052041
