"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","PSMB1","TBP","SESN1","SMPD2","MICAL1","ZBTB24","AK9","FIG4","WASF1","CDC40","DDO","SLC22A16","CDK19","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Glucagon signaling in metabolic regulation",0.894546639091187,0.852222902525334,0,0,0.851604624899368,0,0.898344391083324,0.852144770365585,0,0,0.799747881219772,0,0,0,0,0,0,0,0,0.855077710583499,0,0,0,0,0.852563957882508,0,0.895783793272252,0.851204656430169,0,0.851814097259105,0,0,0.850307777581072,0,0,0,0.894260498792735,0.850870293822413,0,0.850161507674975,0.852541166036072,0,0,0,0,0,0,0,0.856262678785492,0.893321650210749,0,0.856306230139111,0.852260400534894,0.852344714108882,0,0.895064658976998,0.854717120959958,0.849518012932071,0,0.85312074084527,0.854179590157491,0.895641635897471,0.897194906269392,0.849281334874694,0,0.854717120959958,0.846787189943229,0,0.852189061012059,0.853622807194729,0.851775787941565,0.852921415574858,0,0.895957185783462,0.850549456634293,0,0.790003226200745,0.85003841808393,0.847920602589755,0,0,0,0.848883191355659,0.799414893075617,0,0.854720179998729,0,0,0,0.790012943919774,0,0.897351197248544,0,0,0,0,0,0.895327481204617,0.894107558279045,0,0,0.800431671017268,0.896243167388741,0,0.850857943955424,0,0.852247923982022,0,0.852577369593976,0.896656559307383,0.853279671739276,0.848970531830145,0.84825894322591,0.85361387992763,0.853348636274399,0,0,0.8954887454498,0,0.852185993598608,0.845922938799558,0,0,0.852260400534894,0,0.851109605401305,0,0.851390144831782,0,0.850912861385472,0.893574635324144,0,0,0.851736704151015,0.848497334132867,0,0.849488895352203,0.797673381681184,0,0,0,0,0,0.894387587625954,0.895526077168045,0,0.894987977661222,0,0.851129400960272,0.852509399202038,0,0.894399468405873,0.898607269486564,0.852144770365585,0,0,0,0,0,0.857875962160702,0.789983902382551,0.850975535634543,0.852293487113777,0.857661478443041,0.854066729233712,0,0,0.790012943919774,0.802182494774776,0.849359435325941,0.853064753794199,0.853884282414745,0.858432745123463,0,0.789993545785924,0,0.85599839540918,0,0,0,0,0,0.790012943919774,0,0,0.856501078947994,0.852185993598608,0,0.904475542224705,0.854306443903077,0.852149655067588,0.851846086361416,0.900787766907716,0.851436590561737,0.852893886976894,0,0.895783793272252,0.895783793272252,0.895783793272252,0.895783793272252,0.895783793272252,0,0,0,0.849141458719901,0,0,0.852766271638708
"GPCR downstream signalling",0.943799889279769,0.93836044698252,0,0,0.938286834789973,0,0.943738278795937,0.938256079201262,0.938780317721775,0.932548913361529,0.932327194446905,0.933031920316116,0.938388254760013,0.933064960373374,0.933031920316116,0.933050174670071,0.938780317721775,0.932308797323587,0.938278631552846,0.93849014328893,0.933031920316116,0.938780317721775,0,0.938837969126739,0.938348973370871,0.932543239125889,0.929329052931875,0.937932100903486,0,0.938311774588909,0.932046412035421,0,0.943049240618594,0.932302278557288,0.932176893616177,0.932053875871884,0.943748070628296,0.94354931175967,0,0.943031825709758,0.937712058487024,0.932719258830272,0.938657773074385,0.932214836936999,0.932240441212475,0,0,0,0.938841423125637,0.943658520425755,0.939022538717594,0.938780317721774,0.93836491149908,0.938279884522225,0.931577252621285,0.943851237694992,0.938256068322528,0.937898404595707,0.938005285828691,0.938401053065561,0.938527119764688,0.943529885478965,0.943281720091913,0.937138820348718,0.933202906316163,0.937926468226419,0.93771327052906,0.938206009364874,0.943365053485408,0.938335042093652,0.938307213477945,0.938354689157952,0.932380910633436,0.943134356973948,0.937728108452418,0.932027316735799,0.93787895817521,0.943017170651422,0.938338761994185,0.932451412042067,0,0.938679562156098,0.938606115970101,0.938307213477945,0.932958347586249,0.938605693379696,0.938067495194145,0.938063869420408,0.932327001005818,0.937880115167755,0.931779609357227,0.944087426160172,0,0,0,0,0.932326152015644,0.943059384287311,0.94331610785385,0,0.932455285517832,0.932991098305629,0.943601503875134,0,0.938066218695298,0.932638112800396,0.938102863148455,0.931632521798918,0.938336359233057,0.943217624451766,0.938419975392813,0.938773124596705,0.937888497613912,0.93835771819681,0.938172665507886,0,0,0.943511682327824,0.938841423125637,0.937935823329506,0.937610372706261,0.93278387997097,0.932616876161649,0.93836491149908,0.92672171783439,0.938227897721777,0.931820006052646,0.938261298772868,0.937984926766802,0.9431212819535,0.942850690291215,0,0,0.938170843967189,0.943616982341889,0,0.937876818114285,0.938449577798789,0.938135189223958,0.932259338487425,0.932281260523911,0,0,0.944213433861312,0.943441467563185,0.933046255499678,0.943846470317388,0,0.938066560857726,0.93808355519016,0.932358129549853,0.922351139915327,0.943449876189956,0.938351144560201,0,0.938433071025136,0,0,0.932213601631978,0.938683305409677,0.93787665747959,0.937997173230245,0.93830256015815,0.938659896598596,0.938789179150606,0.931690815387726,0.938393737139461,0.937880115167755,0.938004519745186,0.938019522307289,0.94381058437119,0.93839455730391,0.938644523064874,0,0.937877805624107,0,0.93877797998768,0.932697176763994,0,0.932257867553221,0.938178222897949,0.937800144873636,0.937880115167755,0,0,0.938276640729531,0.943705959099299,0.938461889775497,0.944581651200701,0.938260445869365,0.938351726133282,0.938315583214452,0.943709486418879,0.938266828605863,0.938248256783666,0.938310329667804,0.944342613262406,0.944342613262406,0.944342613262406,0.943476417453906,0.944342613262406,0,0,0.93256985038508,0.937901742908163,0.932482427159759,0.938379052315264,0.938166772257309
"Glucuronidation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79621317283464,0,0,0,0,0.793912591587508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79597043467493,0,0,0,0,0,0,0,0.850818572295446,0,0,0,0,0,0,0.853313224767126,0,0,0,0,0,0.852114367106422,0,0,0,0,0,0,0,0,0,0,0.855878113031084,0,0,0,0,0.795531319288965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803514695674452,0,0.794163525893441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794406721176896,0,0,0,0.853045144307406,0,0,0,0,0,0,0.851628501532477,0,0.791338218676015,0,0,0,0,0,0,0,0.850690630174877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853428841276262,0.859372072023736,0,0,0,0,0,0,0,0.797674984688518,0,0,0,0,0,0,0,0,0,0,0,0.850206049229819,0,0,0,0,0,0.855657508565325,0.794284108112517,0.903299678131094,0,0.902846300344445,0.796578457466818,0,0,0,0,0,0,0,0,0,0,0,0,0.795820718346872
"Peptide ligand-binding receptors",0.919994997903159,0.907723943533066,0,0,0.907544684351821,0,0.905658011811359,0.891446675660474,0,0.892544828305593,0,0,0.892596468943429,0,0,0.895195481461118,0,0.891954977609976,0,0.908328031253176,0,0,0,0,0.892075926698851,0,0.905785560862614,0.891012675623748,0,0.891678383654764,0,0,0.906253719449485,0,0,0,0.919902303838137,0.906416811556695,0,0.906273486870746,0.907592602895965,0,0.893231007225782,0,0,0,0,0,0,0.919637584061262,0.90973488248713,0,0.907734815449192,0.907759260749503,0,0.921190885559217,0,0.890811915199065,0.891663869401216,0,0.891979885509228,0.920312473779234,0.920762818354922,0.906486039930902,0.895567411013563,0.908062054527172,0.891058310135841,0.891921478364591,0.907714131756435,0.892364218468122,0,0,0,0.907152343466626,0.907238756090262,0,0.906551430035092,0.90617562320131,0.906028929498477,0,0,0.894406941195065,0.907267519767099,0.893108522317837,0.894971865681009,0.89219337229451,0,0,0,0.906554247524005,0.891733408318824,0.905370051991751,0,0,0,0,0,0.906969771232908,0.919864627628232,0,0,0,0.906842327601774,0,0.907328196791799,0.893824021558188,0.907599902055945,0.891375223154637,0,0.907355115037223,0.907020821115334,0.906780973444159,0.892407188843253,0.894280515590147,0.891628005843028,0,0,0.904830065470275,0,0.907489626631474,0.890807735077164,0,0.893777294816698,0.891807781770506,0,0,0.89243866820163,0.907250997896105,0.8916142913539,0.906429153304449,0.906685178880963,0,0,0.89154504863087,0.907111522078938,0,0.892378747120924,0.908339617631729,0.907406901176995,0,0.892952778533087,0,0,0.919948883610427,0.905710840420059,0,0.92012295658611,0,0.891152286407792,0.907675712390797,0,0.919952328242403,0.907527759175938,0,0,0.893571895074865,0,0,0,0,0.906545827419564,0.891917439746306,0.907262225438361,0.909300766994251,0,0.891534514055708,0.892241522443035,0.906554247524005,0.906167026660929,0.90705515930041,0.907744408345314,0.908205632641983,0.90952438277436,0,0.906548623361905,0,0,0.891735555596761,0,0.891836078416523,0.892085002862525,0.891164313575335,0.906554247524005,0,0,0.892429346292751,0.907489626631474,0,0.90922916599091,0.907845848346223,0.891775672988039,0,0.908159957667373,0,0.907686982596854,0.90782551446583,0.905785560862614,0.905785560862614,0.905785560862614,0.905785560862614,0.905785560862614,0,0,0,0.890628809491089,0.892382922218015,0.893833281028467,0.907488552839863
"Regulation of gene expression by Hypoxia-inducible Factor",0,0,0,0,0,0,0,0,0,0,0,0,0,0.631537702103333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618104186856242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623317096158921,0,0,0.139654355196865,0,0,0,0,0,0,0,0.499449710883558,0,0,0,0,0,0,0,0,0,0,0.622220484013686,0,0.62142757137232,0,0,0,0,0,0,0,0.725814953612879,0,0,0,0,0,0,0,0.621596179305631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638818279127416,0,0,0,0.621056285378925,0,0,0.61595686857273,0,0,0,0,0,0,0,0,0,0,0.61917014550612,0,0,0,0.730757855438343,0,0,0,0,0,0,0.601706319967663,0,0.609908326745077,0,0,0,0,0,0,0,0.615184284518202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610719408078858,0,0,0,0,0,0,0,0,0,0,0,0.624297235297498,0,0,0,0,0,0,0.618905639070219,0,0,0,0.623855113039357,0,0,0,0,0,0,0,0,0,0,0,0.627704762208133,0.625392421307033
"Transcriptional regulation of testis differentiation",0.58595131297245,0,0,0,0.583570022648921,0,0,0.592312637549088,0,0,0,0,0.600478320150869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491166499616486,0.589230425640564,0,0.590485305507557,0,0,0.5873836914583,0,0,0,0,0.588541950427178,0,0.587082511833318,0.591982389271583,0,0.602967095142038,0,0.403427501719902,0,0,0,0,0.583428978054332,0,0,0,0.59431242546856,0,0.587017950937191,0,0.587804651172005,0.593855119294532,0,0,0.581722020313076,0.591404274123983,0.583322737759426,0,0,0.584243528261803,0,0.58895059390779,0,0,0,0,0,0.584131903854131,0,0.583000024568553,0.586829062044094,0,0,0,0,0.588085600865301,0,0,0.597615580089931,0,0,0,0.583020034008983,0.593495770754172,0,0,0,0,0,0,0.680082304699866,0,0,0,0,0.58944457942803,0,0,0.608343034526539,0,0,0,0.590295781335173,0.593503022439905,0.584630212054912,0.488567349558426,0,0.593645025079953,0,0,0,0,0.591251065212015,0.582463976730752,0,0,0.591404274123983,0,0,0,0.592346902794974,0.593503022439905,0.588629599917225,0.583949891505441,0,0,0,0,0,0.585697557589916,0.398107346047793,0.39148331489392,0,0,0,0,0,0.490635844735464,0,0.586860058924096,0,0.590221923301224,0,0,0,0.59431242546856,0,0,0,0,0,0,0,0.582960235520537,0,0.593060491861829,0,0,0,0,0.583020034008983,0,0.588165534639777,0.593060491861829,0.597482500690234,0,0,0.582980091940008,0,0,0,0,0,0.596845954455096,0.590307338683458,0.583020034008983,0,0,0.600136117660425,0.49391886776153,0,0.606395595751013,0.499873108523041,0.59117624172004,0,0.59880221706754,0,0.595443209529697,0,0.491166499616486,0.491166499616486,0.491166499616486,0.491166499616486,0.491166499616486,0,0,0,0.583394071840976,0,0.498695271088292,0.594033987160459
"Interaction between L1 and Ankyrins",0.888588141565139,0,0.892828140393153,0,0.890340351256946,0,0,0,0,0,0,0,0,0,0,0.856680547297308,0,0,0.846634017192471,0.847608079260009,0,0,0,0,0,0,0.848772714970462,0,0,0.844954777379519,0,0,0.887977249026549,0,0,0,0.84743312014995,0.888471929374627,0,0,0.891163951468721,0,0,0,0,0,0,0,0,0.846607490756169,0,0.893930583033928,0,0,0,0.848140303713067,0.851236774707297,0,0,0.891129243558072,0,0.888962874485536,0.890599542108502,0.88984980364037,0.857808659770752,0.847290974459512,0.886636118014567,0,0.890944350674616,0,0,0.854627626243036,0,0.849485832295612,0.889992110658923,0,0,0.887740372577458,0,0,0.857496000537102,0,0.843251631700497,0,0.856002290489961,0,0,0,0,0,0,0,0,0,0,0,0,0.890827387425991,0.847298623292816,0,0.892049799355572,0,0.89163264766028,0,0.890263396364437,0,0,0,0.893426614271386,0.890126116377862,0,0.848359416952027,0.848223279889698,0.853905332461512,0,0,0,0,0,0.890263396364437,0,0,0,0,0,0,0,0,0,0,0.928801612803542,0,0,0.891036183650358,0,0,0.888479765282864,0,0,0,0,0,0,0.847544882875421,0.848546077794919,0,0.848072869677937,0,0,0,0,0.847555330908586,0.891841583273783,0,0,0.851755990907525,0,0,0.891419385294893,0.897407973351729,0,0,0.890401751383145,0,0,0,0,0,0.88997912966688,0.889533812589106,0.891036183650358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890263396364437,0.847987606262735,0.897002179515068,0,0,0,0.893759126526773,0,0.847072246575369,0.89070526225986,0.848772714970462,0.848772714970462,0.848772714970462,0.848772714970462,0.848772714970462,0,0,0,0,0,0.852548809742981,0.891006109027185
"Class A/1 (Rhodopsin-like receptors)",0.921559589060527,0.909837562704228,0,0,0.909666323886129,0,0.907807564527058,0.909509521114478,0,0.895337587119786,0,0,0.910607870674395,0,0,0.897869645508038,0,0.89477412735571,0,0.910414622503906,0,0,0,0,0.894889664974958,0,0.921902232576765,0.909094938983579,0,0.894509908688334,0,0,0.921752255412661,0,0,0,0.921471042286918,0.92190805049934,0,0.921711744346448,0.909712098472442,0,0.911403240014794,0,0,0,0,0,0,0.921218166526777,0.911758528801314,0,0.909847948192185,0.909871299767843,0,0.922701970652257,0,0.908903160924541,0.909716997234836,0,0.910004137969772,0.921862860521528,0.92229305590869,0.908655045031868,0.898224934294556,0.910160546032696,0.908557754916044,0.909948344060936,0.909828189923308,0.895165058076136,0,0,0,0.909291537004887,0.90937408337957,0,0.908717509470671,0.921677653324542,0.908218386504,0,0,0.910883227163074,0.909401560120184,0.895876060495351,0.897656034681367,0.910222809260741,0,0,0,0.9087202009003,0.89456247145457,0.907532488523547,0,0,0,0,0,0.909117133365964,0.921435051775247,0,0,0,0.908910133552572,0,0.909459522350755,0.896559547072816,0.909665072384432,0.894220312108812,0,0.909485236227722,0.909754895623212,0.908936782714017,0.895206105883004,0.896995616779033,0.894461784866278,0,0,0.907016661924961,0,0.909613729542598,0.908318391015156,0,0.896514910965861,0.894633517310497,0,0,0.895236176800905,0.909385777466028,0.909669637394368,0.921919840056137,0.908845274163838,0,0,0.894382539302042,0.909252542036081,0,0.895178936692101,0.910425690488015,0.909534705366803,0,0.895727284954586,0,0,0.921515538000325,0.921800300147184,0,0.921681822652591,0,0.909228303341753,0.90973749083491,0,0.92151882851356,0.909564897742793,0,0,0.896318701160683,0,0,0,0,0.908712157525769,0.894738269000429,0.909481760897636,0.911343836379967,0,0.894372476061832,0.910254068818529,0.9087202009003,0.909348660023155,0.90919870102491,0.909857111885685,0.910297700216455,0.911557447206639,0,0.908714828372855,0,0,0.894564522659611,0,0.894660547916052,0.910119288462965,0.909239792393197,0.9087202009003,0,0,0.910433489107146,0.909613729542598,0,0.911190180699449,0.909954013287013,0.894602845130016,0,0.910254068818529,0,0.90980225546368,0.909934589179295,0.921902232576765,0.921902232576765,0.921902232576765,0.921902232576765,0.921902232576765,0,0,0,0.908309902760655,0.895182924988188,0.89656839225852,0.909612703794265
"Heme degradation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736108970909798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731774727083291,0,0,0.735512556785145,0,0,0,0,0,0,0.744033749972252,0,0,0.733708310477131,0,0,0,0,0,0,0,0.728640873720207,0,0,0,0,0,0,0.731173078266141,0,0,0,0,0,0.729322839902319,0,0,0,0,0,0,0,0.579749763192182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730375093420092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730759340449365,0,0,0.725108948967133,0,0,0,0.72857298680963,0,0,0,0,0,0,0,0,0,0.727125537606073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731351513211095,0.740523906143521,0,0,0,0,0,0.728607305589009,0,0.735021122657124,0,0,0,0,0,0,0,0,0,0,0,0.733645117118832,0,0,0,0,0,0.734791092281724,0,0.731538416756961,0,0.73083870318657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Platelet homeostasis",0.755147777136087,0.701627321990363,0.732680504472727,0,0.730886099382309,0,0.729858715835304,0.700446777283717,0,0.670927102220161,0.67414045781328,0,0.702054983583856,0.703513593145329,0,0.703124299462129,0,0,0,0.731410297455355,0,0,0,0,0.701449471917251,0.704662881230825,0.755937629222203,0.698875679527036,0,0.730541761424828,0,0,0.728442547667115,0.66997726356536,0,0.673216191667249,0.755051054584214,0.728769938489924,0,0.729259663749223,0.731772481154931,0.67275489928579,0.703154241215135,0.702633623060341,0.673916329835936,0,0,0,0.733874842219046,0.754504634077284,0.705988131467847,0.731459951534656,0.701649146256582,0.730979647202704,0,0.755519084918358,0.732102583452846,0.698472673386834,0.70449366612918,0.729605960690811,0.702661366219583,0.759914172241386,0.731996117167547,0.727804686713383,0.703870910222666,0.73126342093502,0.701104624971527,0.703285768962918,0.732403482699754,0.729036831388188,0.73126342093502,0.730755578693049,0.701657515118431,0.756038545627352,0.731291109462596,0,0.699233011896028,0.728285777389353,0.728452194552942,0.704213995288426,0,0.730840255842199,0.729355624174195,0.732162953092517,0.70267541351973,0.703699091429882,0.731043932163473,0,0.67314338990379,0.699238667718554,0,0.729306469551329,0,0,0,0,0.699161232451696,0.727807770095739,0.754962041473235,0,0.696415267362648,0,0.728102424137913,0,0.730563216078508,0,0.702212480277185,0.699134359708476,0.670879365783688,0.727622017582893,0.730875695152246,0.699734405413518,0.72905056822093,0.701287598505456,0.731239887282441,0,0,0.728196697737156,0,0.732392252727772,0.700601621018493,0.671335248036515,0,0.730157635815667,0,0.730875695152246,0.669837629534324,0.730424077073185,0.70008336193594,0.728794713293691,0.760295859629478,0,0,0.73107466446407,0.756280654831833,0,0.730831955707051,0.732144654635892,0.701210175553958,0,0.701728312284919,0,0,0.755125021724395,0.757371531396129,0,0.75547445552418,0,0.698694136534783,0.702364661816372,0.699317550881746,0.755131936472855,0.785150134665098,0.730539223690046,0,0.700044278169102,0,0,0,0.7331019022869,0.699221765215002,0.728139968530441,0.727939098057124,0.733171370789911,0.732782077106711,0,0.703186575762223,0.699238667718554,0.701283932124254,0.731864360760568,0.732292387422991,0.731551639402174,0.733620256732309,0,0.699227377784974,0,0.67401790246992,0,0,0.70096800087709,0.701028267429838,0.699180077297035,0.699238667718554,0,0,0.731124469805639,0.732401697430388,0,0.731508315806348,0.731218702692766,0.730093180699531,0.731884042388793,0.75884999854673,0.731645711195947,0.702790782472041,0.701764503361837,0.755937629222203,0.755937629222203,0.755937629222203,0.755937629222203,0.755937629222203,0,0,0,0.726864657283205,0.702065734208153,0.701806639697615,0.730333872590731
"Biological oxidations",0.885873386548945,0.886672655322814,0,0,0.886505166448193,0,0.886902181997037,0.887518252503364,0,0.888708219577116,0,0,0,0.887754457810142,0,0.876092002208235,0,0,0,0.874155259754738,0,0,0,0,0.887612272498933,0,0.885999593563245,0,0,0.899904685797935,0,0,0.886015896732793,0.886983382678971,0,0,0.885661792329389,0.886214217062045,0,0.886022209799942,0.886387928775324,0,0,0.887276575016624,0,0,0.888619408372982,0,0.889523629622304,0.885541542082331,0.900991868875312,0,0.886682813379903,0.900031561944023,0.887629133487678,0.886013716012703,0,0,0.900779009332197,0,0.887311172541158,0.899723309208211,0.887435695151883,0.886068580167164,0.876439510557568,0.888006255062584,0.887256812570405,0,0.900215194924062,0.899836734116797,0.887247854449878,0,0.900041954529287,0.887307340384295,0.900400122505191,0,0.885786063016684,0.885942928349093,0.886731774306894,0,0,0.888262854121824,0.899588974866243,0.874476262783601,0.875883069225848,0.901321021386882,0,0.887803883277124,0,0.885788695506937,0.899924120879731,0.887542655921291,0,0,0.888730329840262,0,0.887278164370704,0.885698676120145,0.885545508374292,0,0,0,0.885946731754125,0,0.886331564908517,0.901877462718602,0,0.887110772766007,0,0.886860368757626,0.873620901640956,0.887516618605436,0.899301372347343,0.875237113755769,0,0,0,0.886829192380613,0,0.900005430991944,0.886505544419889,0.900607589374936,0,0.900025587525998,0.900840136674666,0.887067388330332,0,0.900149602027915,0,0.886225748440397,0.885702096819937,0.889264746044596,0,0,0.899921479579847,0,0.899274798132108,0.873850398284397,0,0,0,0,0,0.88562136717656,0.899573508562794,0,0.885992943358568,0.875352543151638,0.88673619343579,0,0.887350922442872,0.885624585631142,0,0.886910778422456,0,0.886266413189987,0,0,0,0,0.885780828273541,0.886994204104382,0.900361979786264,0.901697650375264,0.887188513292797,0,0,0.885788695506937,0.88663256417798,0.886763716657914,0.887010099027854,0.899563030844266,0.888383547496644,0,0.885783440631988,0.902716886212867,0.888547659692909,0.900312254756472,0,0.886808687273546,0,0.887707251300277,0.885788695506937,0.899900707691119,0,0,0.873371905476368,0,0,0.900788785270314,0.899995587032838,0.91292394760529,0.873898835930517,0.912813016871637,0.900180330622967,0,0.885999593563245,0.885999593563245,0.885999593563245,0.885999593563245,0.885999593563245,0,0,0,0.887466059063349,0.887311172541158,0.887199029882588,0.887028784770802
"SUMOylation of intracellular receptors",0.637038724329147,0.63994086499658,0,0,0.639253585299995,0,0,0.640472935000166,0,0,0,0,0.589567971840775,0.58277709277383,0,0.590287605970985,0,0,0,0.643114280196522,0,0,0,0,0.641796248290489,0.646224827002972,0.637556606598596,0.639666321765354,0,0.638010170653098,0.53026844284275,0,0.63781200502278,0,0,0,0.636720649714699,0.582266686683743,0,0.636173145956974,0.640294647892658,0.639331214056951,0,0.581703708859422,0,0,0,0,0,0.635677022157324,0,0,0.639982547922746,0.641552536100548,0.581850215248647,0.637614557150833,0,0.582725992827785,0.58599238521835,0.581549205372126,0.584005511061702,0.545272215630389,0.639125205027184,0.63157072633548,0.591713583866119,0,0.635691838547614,0,0.63928432464377,0.642973269103583,0.641237182539845,0,0.580804568392354,0.638606693251153,0.639556921249533,0.530090159717686,0.6363027911691,0.637512584009156,0.640595746157366,0.64536748410741,0,0,0.640841572520578,0,0.589430263075423,0.58802249929851,0,0.641883027985864,0,0.636313593421527,0.639149152100606,0,0,0,0,0,0.583241508224621,0.637906711311469,0.636550640473818,0,0.581514357765991,0,0.638924591461681,0,0.638848496890208,0.644265906154829,0.583984399488248,0.642204982175489,0,0.638526776552388,0.585802302986131,0.637182860593945,0.63701077807012,0.586779626843679,0.582795365369808,0,0,0.578531049214124,0,0.639042494001511,0.634731133778673,0.581659286684337,0,0.638506283025741,0,0.641972916460293,0.638440047499343,0.639015168463313,0.640496651563287,0.582314004944335,0.635958241345391,0,0,0.639825329974945,0.638211763157611,0,0.686634367663575,0,0.640201589508024,0,0.644431495234114,0,0,0.636861922131921,0.637270128423637,0.587689848722442,0.637529317916503,0,0.584030976033862,0.578904123090243,0.583540066238562,0.636875128850836,0.639590029515507,0.639854012998722,0,0.584590072132512,0,0,0,0,0.6362813107413,0.640402976599322,0.640019327086248,0.696793111831761,0.581741069373184,0,0.643976385101508,0.636313593421527,0.640342459750486,0.638234089160218,0.639400405084804,0.642406583030021,0.697650454727324,0,0.636292030384168,0,0.588771422861224,0.640247701668094,0,0.580702823951418,0.587607010898886,0.640247701668094,0.636313593421527,0.580913775190739,0,0.588525888262644,0.638423572000067,0.642736674143903,0.646113223203206,0.643114280196522,0.638383177954536,0,0.643976385101508,0,0.63945696654328,0.582271449879548,0.637556606598596,0.637556606598596,0.637556606598596,0.637556606598596,0.637556606598596,0,0,0.5858890405413,0.580344907187285,0.58555978317459,0.641621072578384,0.640544876113415
