"","PNISR","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","RPS6KA2","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK"
"RNA Polymerase III Transcription Termination",0.817722284783708,0.816182532631426,0.807209971710187,0,0.797976838553892,0,0.809120882987791,0,0,0.802641072334041,0.741951440150966,0,0,0,0,0,0,0,0,0.814306706584248,0,0,0.730236691166061,0.810705187762623,0.807063136222502,0.799677307609744,0,0.820871309606254,0,0,0,0,0,0,0.879699706364272,0.807257023933894,0,0.806736205123971,0.816549928749328,0.802656574820647,0.877003733717253,0,0,0,0.807921950574217,0,0,0.885277921238467,0.810613808947403,0.80865226026965,0.81077836055008,0.805772247793872,0.801079557803513,0,0,0,0.802844872838141,0,0.811351130274768,0,0.803500622704429,0,0,0,0.814306706584248,0,0,0.799677307609744,0.801493517650896,0.812530949253073,0,0,0,0.808236300684518,0,0,0.79969626078497,0,0.884355660274193,0,0.810065603345754,0.821045401336212,0,0,0,0,0.802610245425809,0,0,0.809205119555725,0.81776857085904,0,0,0,0.809948858395703,0.802656574820647,0.807862503024764,0.80541270921642,0,0.812631109046664,0,0,0.802625629358106,0,0,0,0.806793681995851,0,0.809205119555725,0.813368325970185,0.80830247698883,0.802656574820647,0,0,0.806130987347497,0.814687021688551
"RND1 GTPase cycle",0.639471527737324,0.63845878564174,0.590294398002912,0,0.677499665141429,0.641367823258407,0.593076150078657,0.678648600614114,0,0.586311740708863,0.63940757639586,0,0,0.594625191837201,0,0.681740237920105,0,0,0,0,0.679577907146046,0,0,0.636084742340709,0.678391062496699,0.63592833246586,0.592349602100445,0,0,0.59389129767852,0,0,0.637137354172483,0,0.631980605008947,0.593623328345349,0,0.680249083058888,0.63877020758842,0.586321014518095,0.673249712814869,0,0,0,0.589470837608723,0,0,0.635317572936318,0,0.589907719314728,0.641423392586131,0.675113081551366,0.767743179264464,0,0,0.679228161920654,0.632732991066151,0.597222073656318,0.682819157699388,0,0.588075412369909,0,0.678648600614114,0,0.637428280002686,0,0,0.63592833246586,0.637014815291169,0,0.679089874000927,0,0.634110021914682,0.588485262289974,0.683064284315856,0,0.635939670526383,0,0.63476586323566,0,0.593641295309874,0.641459463592202,0,0.637299032276305,0.684464281900403,0,0.586293299611417,0.594685783737462,0,0.589232147774515,0,0.639190202048138,0,0.591893274876295,0.590933521909699,0.586321014518095,0.679353998942277,0.679163576175628,0.685074409678798,0.636425913588304,0,0,0.586302502499766,0.590336469965962,0,0,0.632933881229164,0,0,0.636775286963158,0.589698473952915,0.586321014518095,0.680719972774279,0,0.632445807477678,0.592781765045575
"RHO GTPases activate KTN1",0,0.823810438756442,0,0,0.80969031947122,0,0.731050774859567,0,0,0.810650306611869,0,0,0,0,0.717573221995849,0.81795028646489,0,0,0,0,0.816351814070824,0,0,0,0.815377347210156,0.810192822116422,0.726638021164731,0,0,0.815886436284107,0.82275478467402,0,0,0,0.812070628949441,0.820222864657015,0,0.892795415547786,0,0.810666878259274,0.810503965765205,0,0,0,0,0,0,0,0,0.720310110441911,0.818033556858533,0.813997430012235,0.886748645937838,0,0,0.817667056819152,0,0.73420716441875,0.819309197760271,0,0.811569137637287,0.820802144558258,0,0,0,0,0,0.810192822116422,0.811184807611891,0,0.812531911298282,0,0.814986254609233,0.815316178618217,0.816664314136782,0,0.810213082436268,0.818703897523276,0,0,0,0,0,0,0,0.821720319050603,0.810617353662656,0.818255610410231,0.818985035598772,0.817667056819152,0,0,0,0,0.722961010898204,0.810666878259274,0.813836863900601,0.812297852370715,0.816351814070824,0,0,0,0.810633798579411,0,0,0.826821104113187,0,0,0.817667056819152,0.820802144558258,0.815386918907145,0.810666878259274,0,0,0.814380910775284,0.823527029581037
"Signaling by FGFR4 in disease",0,0.711819682203526,0,0.706146536352803,0.692369484718763,0,0.699180465340633,0,0.57297608414025,0.693872293194025,0.577415782856962,0,0,0,0.568449469632948,0.825255346817794,0,0,0,0,0.700143604559647,0,0,0,0.699213280075716,0.695215067818363,0,0,0,0.702069173876914,0,0,0,0,0,0.704166814574762,0.582421775060684,0.698965430353225,0,0.693898235220865,0.693643204433009,0,0,0,0,0,0,0,0,0.699218443919117,0.702776282860807,0.69911203568726,0.81300016944359,0,0,0.701311332772543,0,0,0.705295773181486,0,0.690597638535798,0.705324753298317,0,0,0,0,0,0.695215067818363,0.698254333120275,0,0.694758902487608,0,0.697114680431095,0.698522372701888,0.562762027110115,0,0.695246784264435,0.704420816502257,0,0.568542892154659,0,0,0,0,0,0.578876467835172,0.693820707116186,0.702232681910847,0.70248016650214,0.704856639998056,0.56946829988646,0,0,0,0,0.693898235220865,0.703573713473895,0.69851037998754,0.704856639998056,0,0.573013607111972,0,0.693846450752979,0,0,0,0,0,0,0.707110358686906,0.698633112837085,0.693898235220865,0,0,0.694999318853556,0.709317078201608
"Ethanol oxidation",0,0,0.730353315406787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729748996572988,0,0,0,0,0,0,0,0.733482350955535,0,0,0,0,0,0,0,0.724591222622472,0.735847556653437,0,0,0.731104659889919,0,0,0,0,0.731875348724043,0,0,0.721764318245017,0,0,0,0,0,0,0,0.72773729010988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.731448020790519,0,0,0.728195751913217,0,0,0.725211008540221,0.729213102886222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811585342493812,0,0,0
"Digestion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296430971323062,0,0,0,0,0,0.232131879640957,0,0,0,0,0,0,0.239284731466879,0,0.237446764870887,0,0,0,0,0,0,0.235682188495262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238487457292784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Interleukin-27 signaling",0,0,0.676650081589015,0.535421173380025,0.666406151150084,0,0,0,0,0.66808891265862,0.544040897249478,0,0,0,0.531215865357396,0.680885047720849,0,0,0,0,0.676418736231795,0,0,0,0.676374942368044,0.669592477144494,0,0,0,0.531663735786648,0,0,0,0,0,0.683725980515077,0,0.677761763153881,0,0.668117961100214,0,0.406070468574615,0,0,0.672706786714182,0,0,0,0,0.677047141849666,0,0.669986247212001,0.801481695602195,0,0,0.678083085378548,0,0.552486486377475,0.683267083400863,0,0.669699531610636,0.536310642846481,0,0,0,0,0,0.669592477144494,0,0,0.671387177610831,0,0.673383907046016,0.676267719940066,0,0,0.669627991460201,0.682206052584104,0,0,0,0,0,0.405034689820992,0,0.415957391659052,0.668031149432239,0.681420250080442,0.533125432457338,0.678083085378548,0.546346386331104,0,0,0,0,0.668117961100214,0,0.670976895704581,0.680388574460174,0.534929251377551,0,0,0.66805997572767,0,0,0,0,0,0,0,0.397057077455896,0.668117961100214,0,0,0,0.686690682789435
"Thrombin signalling through proteinase activated receptors (PARs)",0,0.819134153515819,0.814971641057197,0.873562166787451,0.914126158141936,0,0,0,0.872829858136132,0.812853707890054,0.8216699552196,0,0,0.8216699552196,0.8179341193108,0.871089139540847,0,0,0.817882692937722,0,0.87204066895393,0,0,0.817869018189999,0.870239118422382,0.915204925864715,0.819256738177711,0,0,0.872891453186273,0.817968239014245,0,0,0,0.86653962294485,0.81960684996418,0,0.871714816196263,0,0.812863542577793,0.813495894731874,0,0.823811888316796,0,0.815423316325955,0,0,0,0,0.816615655536346,0.81570577803928,0.869862874985623,0.868906822031653,0,0,0.8709210527444,0.867434695917655,0,0.874922741295378,0,0.869765804084243,0.819774011470958,0,0,0.820983353679005,0,0,0.915204925864715,0.916357118998391,0,0.915812542580185,0,0.869330091267887,0.81651828434578,0.820287484327259,0.818154508918582,0.915216949649333,0.869349602170188,0,0,0.817260910917293,0,0,0.770341476976872,0,0.878253823017372,0.812834151477969,0.869308243545061,0.818695621449317,0.87204066895393,0.875623540593993,0,0,0.818193061726831,0.815544934150924,0.812863542577793,0.816947912909045,0.86963478579393,0.871597980246218,0.818410779193358,0.876404090735705,0,0.812843910955541,0.874555815277704,0,0,0.816685021703525,0,0,0.817348837105075,0.814135091844171,0.812863542577793,0,0,0.814287139625167,0.875075667217335
"Selenocysteine synthesis",0,0.919800639529305,0.898069510828284,0,0.896618678139716,0,0.920735382534403,0,0,0.916206973739363,0.921953715328998,0,0,0.924103632915997,0.898982264128718,0.917826541422664,0,0.922736125955779,0,0.920459625543725,0.898598988033912,0,0,0.921891097256201,0.919425886006002,0.897069952768793,0.923094125862285,0.901694990027998,0,0.920060472004031,0.899836626272335,0,0.920902243399263,0,0.920930028167344,0.920274934795643,0,0.897639270016176,0,0.916211087827102,0.919652322059345,0,0,0.901741190916272,0.89825845751724,0,0,0.899016498569452,0.922204500894279,0.898452268886982,0.918366467150168,0.917037932726443,0.920520079343238,0,0,0.922393285610541,0.897910568961487,0.901741190916272,0.899568909295559,0,0.920317170005066,0,0,0,0.920992243298913,0,0,0.897069952768793,0.897551943023086,0,0.897324133536446,0,0,0.917842041450077,0.899508185488242,0,0.897074982608701,0.898830950448375,0.921603394275902,0.899397487494868,0.922059400593514,0,0,0,0.922120114112127,0,0.916198792819205,0.919251868613908,0,0.919994330771794,0.90087157764513,0,0.921182876432083,0.899779528856662,0.898949213680847,0.916211087827102,0.921789421477734,0.920424196492861,0.898598988033912,0.899508185488242,0,0,0.916202875444712,0.899088892265694,0,0.900846133326047,0.899868937982721,0,0.898573543714829,0.919053798495751,0.920313273241344,0.916211087827102,0,0,0.94060091047919,0.919403757184575
"Signaling by FGFR2 IIIa TM",0.837587064754016,0.837120384212824,0.831307205265546,0,0.828915998048314,0,0.829827195161279,0,0,0.829726186938738,0,0,0,0,0,0.835887063815944,0,0,0,0.835428082672898,0,0,0.761885703010629,0.831256496889016,0.832605601253123,0.825627686812373,0,0.841350427028795,0,0.83605659453842,0,0,0,0,0.896704788249617,0.839166204080177,0,0.834383315099946,0.836529408088405,0.829740172714229,0.894272580492925,0,0,0,0.831429913961439,0,0,0.901737249354337,0.751365868221305,0.830326848355342,0.834006862398682,0.832551018729738,0.829280095115536,0,0,0.835648029871947,0.828485348119453,0,0.838945261693572,0,0.827960766482475,0.839403922182337,0,0,0.834505655230258,0,0,0.825627686812373,0.827266204975662,0.83333100401866,0.831314182390502,0,0.833385545224046,0.834773996978481,0,0,0.825644785672723,0,0.900905219298884,0,0.831106859257644,0.840585058767171,0,0,0,0,0.829698376031458,0.753603767663361,0.837870358419523,0.835648029871947,0.838293912456386,0,0.755068419608075,0,0.831093776794171,0.829740172714229,0.834956382976008,0.832226656196656,0.835648029871947,0.836197956770184,0.763904669254436,0,0.829712254851595,0,0,0,0.827727679682058,0,0.833107154560666,0.834086454616011,0.829516231249574,0.829740172714229,0,0,0.827557192846471,0.840593601149766
"Cellular response to starvation",0,0.918228677520676,0.919425769936847,0,0.904014642224915,0,0.918874782922842,0.90489732722243,0,0.918155575458109,0.919691317546611,0,0,0.920789166091084,0.904792138052065,0.9200508669973,0,0.920249492613136,0,0.918685310448158,0.905627075734755,0,0.921948579279962,0.919668873864388,0.919147486697975,0.904182248262047,0.933954564705479,0.90578829583424,0,0.918411052273385,0.905717495202794,0,0.918989432930134,0,0.902930751121161,0.918558409538034,0,0.904977224978136,0,0.918158402245502,0.918130612673758,0.905321989473766,0,0.905820040438836,0.919555595101575,0,0,0.903947905845149,0.919884213329528,0.919913116558781,0.917243258477889,0.917965094547404,0.919345430186953,0,0,0.920013927202905,0.905334352399357,0.905820040438836,0.904327466947332,0,0.919206011293729,0,0.90489732722243,0,0.919033805023234,0.90600423008951,0.919368934367147,0.904182248262047,0.904745689089014,0.906818004435257,0.904499360235028,0.894943956232989,0.904616695095988,0.916886769875562,0.904285743653151,0,0.904185704262246,0.905803939757983,0.917873768398384,0.90420968312357,0.919384575201065,0,0,0.905410598578913,0.919807405308515,0.906473518107996,0.918149954352425,0.904070002378943,0,0.918346780759557,0.920026525910891,0.906471752809442,0.919182255730656,0.90467345850125,0.903901674435671,0.918158402245502,0.919599012493644,0.919279549133875,0.918892284507166,0.920020054300471,0.906955527051171,0,0.918152759522137,0.903352399695084,0,0.907026608188588,0.905208148686598,0,0.905007715620185,0.917715523462555,0.918584751862721,0.918158402245502,0,0,0.932524376107433,0.917955979882699
"Viral mRNA Translation",0,0.920113696893921,0.897602866193253,0,0.896099978355411,0,0.921081978009267,0,0,0.916391092177658,0.922344023973538,0,0,0.924571079525377,0.898548368624361,0.918075248069558,0,0.923154507101232,0,0.920796326996056,0.898151340775487,0,0,0.922279159195695,0.919725497402138,0.896567444491866,0.923525351864845,0.901358425768479,0,0.920382852027531,0.899436178406859,0,0.921254825758278,0,0.897050356514839,0.920605009636557,0,0.897159982110203,0,0.916395353876801,0.91996005786752,0,0,0.901406284321453,0.897798592194653,0,0,0.89858383137966,0.922603807599136,0.897999357419144,0.918628067129057,0.917251865556469,0.920858949847577,0,0,0.92279936581634,0.897438221571985,0.901406284321453,0.899156062325586,0,0.920648760224111,0,0,0,0.921348054809194,0,0,0.896567444491866,0.897066728314765,0,0.896830745137991,0,0,0.918084825297846,0.899093159778516,0,0.896572654799908,0.898394419438682,0.919572836306072,0.898978489996655,0.922453501172345,0,0,0,0.922516393061557,0,0.916382617730187,0.919545236353286,0,0.920314337681052,0.900505469762253,0,0.921545527763578,0.899374238810916,0.898514132342996,0.916395353876801,0.922173835341287,0.920759626768615,0.898151340775487,0.899093159778516,0,0,0.916386846838249,0.898658822525419,0,0.900481906067392,0.899470885016151,0,0.898127777080626,0.919340059578624,0.920644723646463,0.916395353876801,0,0,0.941660271134163,0.919702574609699
"Transcriptional regulation of pluripotent stem cells",0,0.783746451089557,0.777259831299392,0,0.77614798940412,0.736043860319291,0.727566606385645,0.727208719777611,0,0.775365740061528,0.732918597346584,0,0,0,0,0.778226721772428,0,0,0,0,0.779784640205736,0,0.745178869230967,0,0.775425891092766,0.724781542580764,0,0,0,0.781807984273295,0.729496907969839,0,0,0,0.776645604384072,0.782630012955007,0,0.779898621254683,0,0.775375334437438,0.777380538060467,0,0,0,0.780733561074573,0,0,0.780097920891023,0,0.78118554441935,0.780401848397907,0.778641648399282,0.818819925312795,0,0,0.78152770499982,0.727110548893801,0.736593576258704,0.782478444362127,0,0.774964142249861,0.783554567150466,0.727208719777611,0,0,0,0,0.724781542580764,0.727585398263551,0.731770125595786,0.777793166827048,0,0.779975618866587,0.77882858608488,0,0,0.724793272562697,0,0.781930591793217,0,0.778270944553183,0,0,0,0,0,0.775346661512826,0.72868812391517,0.782502527724298,0.777733136450467,0.785084497769069,0,0,0,0.728435493514157,0.775375334437438,0.727144263389664,0.776307433840102,0.780766227698749,0.780979399301271,0.733869649576372,0,0.775356182516339,0,0,0,0,0,0.78152770499982,0.782004759109293,0.778869542117034,0.775375334437438,0,0,0.777525623013428,0.784158936952418
"rRNA processing",0.894851024456528,0.907057149168754,0.906750560361214,0,0.905569120752031,0,0.908009801341759,0.894353039359443,0,0.904917639550911,0.908418786972954,0,0,0.908496376550012,0.893745944022238,0.905823969960558,0,0.907949414962846,0,0.906528148538355,0.894506109799955,0,0,0.907380383463785,0.906476297686264,0.905837789700574,0.907895360713553,0.896138215965506,0,0.906260036721652,0.896344625997692,0,0.906791663626931,0.908707373447601,0.906076642025965,0.908200840823359,0,0.895308492122189,0.895623720435248,0.904920088896732,0.906382249954775,0,0.895314253917798,0.89538848696917,0.90777991635451,0,0,0.907125595897077,0.920130456389957,0.913346920997632,0.906203306385878,0.905412355767947,0.906564140055946,0,0,0.90767936419179,0.894095685706291,0.896376268541101,0.895534312138864,0,0.906539685978494,0,0.894353039359443,0,0.907790832591449,0.895312145063071,0,0.905837789700574,0.893458901000193,0.896086285599802,0.893323273310755,0,0.894996090302017,0.911416063240862,0.894059054331516,0,0.905840784244722,0.894530992438818,0.906900987557726,0.894627393266556,0.90737033144395,0.895376066783512,0,0.89479777710487,0.907163456406511,0,0.903995903498789,0.905809103496773,0,0.906748693142868,0.896193273467237,0,0.907457056095169,0.89422060016811,0.89346325783709,0.904920088896732,0.907319850203698,0.90742392114315,0.894840274158225,0.895739220571581,0.896387670816574,0,0.904915199607595,0.893809425697477,0.897271877594321,0.896009618681303,0.893539295584352,0.895923510667822,0.907484966842452,0.906612513059642,0.907357882346744,0.904920088896732,-0.00916865494204026,0,0.919436243978247,0.906820862979849
"SIRT1 negatively regulates rRNA expression",0,0,0.610917164391342,0,0,0.642112053028334,0.425791919317828,0.613231239120105,0,0,0,0,0,0.631949583272797,0,0,0,0,0,0,0,0,0,0,0.772210812916647,0,0.623372730343309,0,0,0,0,0,0,0.445269198430919,0.424802320757028,0.432811930036407,0,0.612254836649549,0,0,0.600306950630015,0,0,0,0.612522470621481,0,0,0.597410778037933,0,0.614169107569904,0.435786057994785,0.607675513161674,0.417917466720378,0,0,0,0.609566781537804,0,0.623656174078523,0,0.764178376232857,0,0.613231239120105,0,0,0,0,0,0,0,0,0,0.609761183819966,0.613231239120105,0,0,0,0,0.435300148988235,0,0.617355787062821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6183911904126,0,0.613687063022785,0.606864857751074,0,0.623140259739182,0,0,0,0,0,0,0,0,0.60569347827446,0,0,0,0.620243735593177,0,0.608484367004851,0
"Peptide chain elongation",0,0.920112729063212,0.897601898362545,0,0.896099010524703,0,0.921081978009267,0,0,0.916390124346948,0.922344023973538,0,0,0.924571079525377,0.898547400793653,0.918072003926341,0,0.923154507101232,0,0.920796326996056,0.898150372944779,0,0,0.922279159195695,0.919725497402138,0.896566476661158,0.923525351864845,0.901357457937771,0,0.920382852027531,0.899433384853231,0,0.921254825758278,0,0.897049388684131,0.920605009636557,0,0.897157188556575,0,0.916394386046092,0.91996005786752,0,0,0.901405316490745,0.897797624363945,0,0,0.898582863548952,0.922603807599136,0.897998389588437,0.918627099298348,0.917250897725759,0.920858949847577,0,0,0.92279936581634,0.897437253741277,0.901405316490745,0.899155094494879,0,0.920648760224111,0,0,0,0.921343622099141,0,0,0.896566476661158,0.897065760484057,0.901596617634228,0.896829777307283,0,0,0.918084825297846,0.899092191947808,0,0.8965716869692,0.898391625885054,0.919572836306072,0.898977522165947,0.922453501172345,0,0,0,0.922516393061557,0,0.916381649899477,0.919545236353286,0,0.920314337681052,0.900504501931545,0,0.921545527763578,0.899373270980209,0.898513164512288,0.916394386046092,0.922173835341287,0.920759626768615,0.898150372944779,0.899092191947808,0,0,0.91638587900754,0.89865785469471,0,0.900479112513763,0.899470885016151,0,0.898124983526998,0.919339091747914,0.920644723646463,0.916394386046092,0,0,0.942597641750819,0.919701606778989
"Insulin processing",0,0.520415997668786,0.583887835431694,0,0.581506810143886,0,0,0.516795914607661,0,0.507777827529548,0,0,0,0,0,0.590695716201368,0,0,0,0,0.589300120838309,0,0,0.516712171978258,0.587301019618339,0.583093848526188,0,0,0,0.590871096951046,0,0.596800365522479,0,0,0,0,0,0.655390287028579,0,0.507792295914715,0.583046164437703,0,0,0,0.584552321374978,0,0,0,0,0,0.51537231369927,0.59067549823076,0.584689735076023,0,0,0.590448433869975,0,0,0.5927111308328,0,0.50608063646331,0.5943339314334,0.516795914607661,0,0,0,0,0.583093848526188,0.510221778492258,0,0.585965037532218,0,0.588107877256467,0.51299982326031,0.589266639100587,0,0.583111537419995,0.591353679455872,0,0,0,0,0,0.590194036009975,0,0.595634391794616,0.507749056946277,0.59096228863886,0.592747448709364,0.589300120838309,0,0,0,0.51805573145563,0.658581579097988,0.507792295914715,0.591683624092666,0.584931709769771,0.589300120838309,0,0,0,0.507763414685362,0.515626907171116,0,0,0,0,0,0.517789514127819,0.513061585239794,0.507792295914715,0,0,0.511034945945356,0.519020245561843
"Signaling by KIT in disease",0,0.811379982213788,0.804320160819009,0.805157547403237,0.798688999491593,0,0.802881372607148,0,0.725198600597683,0.799614025445901,0.730536470008383,0,0,0,0.719605693721266,0.880484433457787,0,0,0,0,0.803474215134898,0,0,0,0.80290157111024,0.80044054552397,0,0,0,0.803347427199683,0,0,0,0,0,0.805558889002195,0.724665478280916,0.802749011798894,0,0.799629993580583,0.799473014097303,0,0,0,0.802152503616129,0,0,0,0,0.802311486611907,0.805813485055377,0.802839251999993,0.872857234076155,0,0,0.805107893181092,0,0.736093974891369,0.804340063253186,0,0.800499394124443,0.80666337538738,0,0,0,0,0,0.80044054552397,0.802311309052772,0,0.799244856845643,0,0.802524721472289,0.805377317629195,0.718926354254044,0,0.800460067995581,0.806106973815806,0.718389344938533,0,0,0,0,0,0,0.730744628852141,0.799582272590053,0.804760108049549,0.804912442611142,0.805107893181092,0.732718718281251,0,0,0,0,0.799629993580583,0.805585555218489,0.800286665692066,0.880211518579823,0.806409848040377,0.725298151823873,0,0.799598118609411,0,0,0,0,0,0,0.808481245247759,0.803263233397805,0.799629993580583,0,0,0.801026518738084,0.80983955061972
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",0,0.811379982213788,0.804320160819009,0.805157547403237,0.798688999491593,0,0.802881372607148,0,0.725198600597683,0.799614025445901,0.730536470008383,0,0,0,0.719605693721266,0.880484433457787,0,0,0,0,0.803474215134898,0,0,0,0.80290157111024,0.80044054552397,0,0,0,0.803347427199683,0,0,0,0,0,0.805558889002195,0.724665478280916,0.802749011798894,0,0.799629993580583,0.799473014097303,0,0,0,0.802152503616129,0,0,0,0,0.802311486611907,0.805813485055377,0.802839251999993,0.872857234076155,0,0,0.805107893181092,0,0.736093974891369,0.804340063253186,0,0.800499394124443,0.80666337538738,0,0,0,0,0,0.80044054552397,0.802311309052772,0,0.799244856845643,0,0.802524721472289,0.805377317629195,0.718926354254044,0,0.800460067995581,0.806106973815806,0.718389344938533,0,0,0,0,0,0,0.730744628852141,0.799582272590053,0.804760108049549,0.804912442611142,0.805107893181092,0.732718718281251,0,0,0,0,0.799629993580583,0.805585555218489,0.800286665692066,0.880211518579823,0.806409848040377,0.725298151823873,0,0.799598118609411,0,0,0,0,0,0,0.808481245247759,0.803263233397805,0.799629993580583,0,0,0.801026518738084,0.80983955061972
"Major pathway of rRNA processing in the nucleolus and cytosol",0.916383743054602,0.927208784979924,0.928802571194949,0,0.927569573909831,0,0.928203010612658,0.915864026034819,0,0.924975907793668,0.930543598723779,0,0,0.930624574287085,0.915230437236238,0.927840917270273,0,0.930053743457646,0,0.928570453385768,0.916023776424188,0,0,0.929459879591873,0.926602585310131,0.927849967492012,0.929997330296865,0.917740071984764,0,0.928290641248496,0.917269056796517,0,0.928845468195053,0.928931024559366,0.928099243262402,0.927669023171724,0,0.916861174474207,0.917202898286673,0.924978464028218,0.928418187831049,0,0.916867187712871,0.916944660272705,0.928919970746229,0,0,0.929193973170935,0.928072847250494,0.929040392903221,0.926317680749949,0.925492213280438,0.928608015562564,0,0,0.929771907750625,0.915595441544184,0.917975548340969,0.917096849209773,0,0.928582494316388,0,0.915864026034819,0,0.927974486130697,0.916864986828349,0,0.927849967492012,0.914930867741407,0.917672910629675,0.914789321299621,0,0.916535139530782,0.926781157120756,0.915557211587023,0,0.927853092717183,0.916049744934069,0.92895956298993,0.916165154815556,0.929449388904858,0.916931698073809,0,0.916328172004227,0.929233485901829,0,0.92592770191987,0.927820029430741,0,0.926886868024083,0.917784567416078,0,0.927432973381837,0.915725807236257,0.91493541470938,0.924978464028218,0.929396704678176,0.927591562775059,0.916372523616453,0.917310699786032,0.917987448208379,0,0.924973361371946,0.915296689233052,0.91873318880133,0.917592897989477,0.915014770721497,0.917516462641518,0.92921253048746,0.92674474508221,0.927522642065064,0.924978464028218,0,0,0.940128099834178,0.926962187331457
"Vasopressin regulates renal water homeostasis via Aquaporins",0,0.848370080681948,0.885715382375032,0,0.918457814671311,0,0,0,0.887267413371078,0.841881726760523,0,0,0,0,0,0.886798305178396,0,0,0.845773538261394,0,0.886671352046185,0,0,0.886566940093165,0.921006933364554,0.919272589800765,0.888106216902771,0,0,0.887903471479996,0.889377434776238,0,0,0,0.920114286504225,0,0,0.887014777337955,0,0.841889154734873,0.8822274594224,0,0,0,0.886056525113921,0,0,0.886192013899605,0,0.886406451020887,0.845780686307486,0.885026500865543,0.918651189981696,0,0,0.886671352046185,0.884195260965944,0,0.888848132844789,0,0.884953184845265,0.845344233162635,0,0,0,0,0,0.919272589800765,0.920142821908961,0,0.919731512493345,0,0.885469725583314,0.886207145115463,0.886766805022568,0.845978836303147,0.919281671163196,0.922498006026135,0.886983267359466,0,0,0,0,0,0.889899121792388,0.891364042881725,0.841866956131172,0.886089534420029,0.844529743304502,0.886671352046185,0.891200097047446,0.888452363258759,0,0.847158335439479,0.84565920362202,0.841889154734873,0.846041685888514,0.884854228932702,0.887686479017535,0.888312905605411,0.89178963345026,0,0.841874327300548,0.886945546460297,0,0.889928879173979,0,0,0,0.847021661203903,0.844594373423879,0.841889154734873,0,0,0.885198389948287,0.889297990563691
"G alpha (z) signalling events",0,0,0,0,0.923168473081542,0,0,0,0.894749008038047,0.891727949204008,0,0,0,0.861956143918733,0.859002711644819,0.894321575131519,0,0,0.856937293547789,0,0.894205900438259,0,0,0.855857613886501,0.892966101658509,0.923910864084689,0.860450079523119,0,0,0.894791396784113,0,0,0,0,0.924677784965602,0.895352330379479,0,0.89359387232683,0,0.891734717281641,0.890156800528867,0,0,0,0,0,0,0.893769146400707,0,0.893964533058726,0,0.893632120544223,0.892049236208128,0,0,0.894205900438259,0.891949783781662,0,0.895245410657655,0,0.892640374165116,0.860035084428773,0,0,0,0,0,0.923910864084689,0.924703785302359,0,0.924329016364741,0,0.893111025738566,0.857949217826729,0.857962651664482,0.857124353036538,0.923919138664412,0.895017141110056,0.893366505588118,0,0.894969351925634,0,0,0,0,0.897252100352815,0.891714490788374,0.894834054787441,0.859292953353617,0.894205900438259,0.897639881714424,0,0,0,0.895169837321592,0.891734717281641,0.894258976020457,0.924770585983972,0.894205900438259,0,0.898177044062236,0,0.891721207107552,0.895399622286313,0,0,0,0,0,0,0,0.891734717281641,0,0,0,0.8975241336989
