"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Acetylcholine Neurotransmitter Release Cycle",0.611760473338836,0,0,0,0.614690438038494,0,0,0.617437624465824,0,0,0,0,0.623269225317311,0,0,0,0,0.621878443165296,0,0,0,0,0,0,0,0,0.61357971221685,0.615236433154973,0,0.541188816811888,0,0,0.680812644575936,0,0,0,0.611339703184656,0.681639826370594,0,0.680597554246915,0,0,0.62391245800785,0,0,0,0,0,0,0.609959123571332,0,0,0,0,0,0.612522223111238,0,0.614218202590505,0.61853920265577,0.613774711249301,0.619611081989445,0.612727436686739,0.615654758047805,0.608901695224677,0,0.545457721740003,0.609559286627573,0.689055804835556,0.616684003000737,0,0,0,0,0.533927974780322,0.61509171091114,0,0.610786932241392,0.680416550639657,0,0,0,0.624731208999419,0.613284695587024,0,0,0.621224771939548,0,0,0,0.610801222175931,0,0,0,0,0,0,0,0.537927783387374,0.611114803707464,0,0.616837561891804,0.610673435450223,0,0.539274302626216,0,0,0,0.619611081989445,0,0.545768948605807,0.541053466299389,0.618287749296953,0.611526587689347,0.611951146330666,0,0,0,0,0.543445360967158,0,0.55394208592989,0,0,0,0,0,0.615545342428185,0,0.610801222175931,0.608288402767664,0,0,0,0.541845107097389,0,0,0,0,0,0.618287749296953,0.681702422097824,0.610331138927939,0,0,0,0,0,0,0,0,0,0,0,0,0.611526587689347,0.613200739924278,0,0.612409463009859,0,0.615944520755744,0.61999558207292,0,0.611544058411315,0,0,0,0,0,0,0.614259872957261,0.551178688491055,0.610758516509652,0.543535427912043,0.616837561891804,0,0,0,0.620938070230363,0.610801222175931,0.616130873237041,0.61334178106169,0,0,0,0,0.6107726971628,0,0,0,0,0,0.620675136382265,0.616005520973369,0.610801222175931,0,0,0.621890688181931,0.615545342428185,0.620432248447953,0,0,0.541682255560555,0,0.620938070230363,0,0,0.619297979786037,0.61357971221685,0.61357971221685,0.61357971221685,0.61357971221685,0.61357971221685,0,0,0,0.611068344894988,0,0,0.6175327929324
"Regulation of gene expression by Hypoxia-inducible Factor",0.732879573546901,0.805893733526157,0,0,0.804887947878704,0,0.739556622269609,0.81793979844693,0,0,0,0,0.824391047267219,0.825102627884907,0,0.741531828183141,0,0.741705628670165,0,0.74177072357224,0,0,0,0,0.736129213528744,0.743515876918922,0.81528928588029,0.815504715318129,0,0.81595304507249,0,0,0.812791052780474,0,0,0,0.732913133844482,0.813706128368268,0,0.812553107614697,0.733314079682382,0.739985712660849,0.746322790728022,0.737774157286517,0,0,0,0,0,0.731385858088032,0.825421111280101,0,0.80595473356601,0.74969823448446,0.728149555169566,0.733722264507019,0.748483200896727,0.814378290705901,0.819158426946946,0,0.731303679473773,0.814152281838089,0.737686693164522,0.732840485962427,0.743618646850472,0.741184132932781,0.812560328585574,0,0.738326262326175,0.820344200881578,0.820675550707355,0,0.81875665983972,0.728222813412796,0.805949505721098,0,0.811294004741574,0.812352871120888,0.733117701614716,0.742261215703718,0,0.747727579875601,0.813345592119644,0.738731051445643,0.740277166967936,0.822129356562158,0,0,0,0.811309813080602,0.818331445179115,0.737940940151726,0,0,0,0,0.740373531096652,0.728564840710375,0.727834987335352,0,0.738496137912668,0,0,0.729593784108027,0,0.73706661118364,0.830061437338631,0,0.736727366911135,0,0.815803312630864,0.818880254927678,0.733119876121796,0.811870344021229,0.814490504099541,0.736398146691687,0.740131808884041,0,0.734166982349242,0.733088835154354,0,0,0,0.813903566679329,0.738142475094029,0,0.816558028958213,0,0.811309813080602,0.811154404515879,0.736803399594435,0,0,0.816679070745017,0,0,0.819591835545366,0,0.892681589377954,0.818880254927678,0.813775375324932,0.811695529186129,0,0,0.738496137912668,0.810701986556188,0,0.812170513395496,0.742741481264322,0.732717242427554,0,0,0,0,0.733119876121796,0.814870045157607,0,0.733597522864111,0,0.81628804212932,0,0.740810449816711,0.733139203228941,0.734517896611399,0.818651379064618,0,0.732422225688313,0,0,0,0,0.811262569641584,0.737939292698421,0.736289751004534,0.745022152773388,0.739555788601505,0,0,0.811309813080602,0.738213398889264,0.813408743321257,0.818893304640742,0.81684081132038,0.743515876918922,0,0.811278257087317,0,0,0,0,0.738995178106747,0.821521318421207,0.816355524042436,0.811309813080602,0.820171137547343,0,0.822866031016137,0.73706661118364,0.737505460827415,0.744064133200733,0.742269763766318,0.816498915104801,0.739173116063238,0.738065029676544,0.73850696710246,0.819870007564635,0.739057582075531,0.81528928588029,0.81528928588029,0.81528928588029,0.81528928588029,0.81528928588029,0,0,0,0.810893738820443,0.736597039746888,0.822492008077576,0.818045079222031
"Transcriptional regulation of testis differentiation",0.602978268339744,0,0,0,0.600694903997689,0,0,0.609077995686304,0,0,0,0,0.61690788030693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512091298008222,0.606122533810429,0,0.607325809158062,0,0,0.60435174301715,0,0,0,0,0.605462370815142,0,0.604062948824588,0.608761328233611,0,0.619294309216537,0,0.427960397535835,0,0,0,0,0.600559659590596,0,0,0,0.610995546176423,0,0.604001042871059,0,0.604755391572814,0.61055704583866,0,0,0.598922897201201,0.608206986958804,0.600457788223346,0,0,0.601340712988485,0,0.605854209619097,0,0,0,0,0,0.511550525157521,0,0.600148345991345,0.603819921670151,0,0,0,0,0.605024787750698,0,0,0.614162864921308,0,0,0,0.600167532582048,0.610212474815414,0,0,0,0,0,0,0.693238304198835,0,0,0.521399446783809,0,0,0.606327880935552,0,0,0.624449173440495,0,0,0,0.607144078802505,0.610219428289526,0,0.60171149515482,0.509599032993921,0,0,0,0.610355591344306,0,0,0,0,0,0,0,0.608060078468472,0,0.600167532582048,0.599634342089187,0,0,0,0.608206986958804,0,0,0,0,0.609110851839903,0.610219428289526,0.605546415888602,0.60105915147859,0,0,0,0,0,0.602734948158935,0.422859023026459,0.416507392405041,0,0,0,0,0,0.511582465287873,0,0.603849643863121,0,0.607073258038051,0,0,0,0.610995546176423,0,0,0,0,0,0,0,0.60011019319135,0,0.609795095929771,0,0,0,0,0.600167532582048,0,0.60510143440254,0.609795095929771,0.609424007114003,0,0,0.600129233053786,0,0,0,0,0,0.613424888659469,0.607155160877083,0.600167532582048,0,0,0.616579750235297,0.514730480310566,0,0.622581819336532,0.520439864380415,0.607988331948596,0,0.615300703737042,0,0.612079828919377,0,0.512091298008222,0.512091298008222,0.512091298008222,0.512091298008222,0.512091298008222,0,0,0,0.600526188828082,0,0.51931046324328,0.610728558107855
"Phase 0 - rapid depolarisation",0.811970603841961,0.760235084014649,0,0,0.808295995257856,0,0.761360792639104,0.763359159960837,0,0,0,0,0,0,0,0.825042116963651,0,0,0,0.764739515618076,0,0,0,0,0,0,0.764512535026409,0,0,0.761629195039475,0,0,0.759764713908075,0,0,0,0.763960722770298,0.76035139023202,0,0.761592888909988,0.808958469994719,0,0,0,0,0,0,0,0,0.810693001667248,0,0,0.760274192564389,0.761747216806942,0,0.812510872691111,0,0,0,0,0,0.765401179738329,0.86451512733334,0.811625597559261,0.826380025133009,0.764363438663769,0,0.765318196451043,0.762531191094105,0,0,0.819684188015414,0,0.808994914484741,0.817400937894143,0,0,0.759483785415724,0.7578946552399,0,0,0,0.761216320015751,0.765975378225491,0.824237724365541,0.766330302707539,0,0.762057297204949,0,0,0,0.760324941111397,0,0,0,0,0,0.812784983138096,0.763801213458816,0,0.865503621270539,0,0,0.813739998060168,0,0,0,0,0,0,0.863953658359706,0,0.764093270071172,0.808531610989687,0.815012046893996,0.821750793901507,0,0,0,0,0,0,0,0.760600345815541,0.763550358845117,0,0.763704326540168,0,0,0,0,0,0,0.760274192564389,0,0,0,0,0.760751648762356,0,0.760395786072672,0.810807258804726,0,0,0,0.761522759425656,0,0.814909736087003,0,0,0,0,0,0,0.764093270071172,0.764243750010927,0,0.812430897911454,0,0,0,0,0.7641056611308,0.815110179247026,0,0,0.819201738118937,0,0,0,0,0,0,0.816100272634942,0,0,0,0,0,0.761845930076032,0.807318638289184,0.762640102298754,0.763352909599015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761723599337081,0,0.821230494403987,0.766720242821162,0.760158690577285,0.763332766697216,0.868262301400194,0.762905683045633,0.762319976659436,0.762707101945908,0.764512535026409,0.764512535026409,0.764512535026409,0.764512535026409,0.764512535026409,0,0,0,0.811479713721123,0,0.820141997908406,0.816064605017587
"Post-translational modification: synthesis of GPI-anchored proteins",0.83006599641372,0,0,0,0.831055398065565,0,0,0,0.882336005015156,0,0,0.905308372891656,0,0,0.905308372891656,0,0.882336005015156,0,0,0.858850795517266,0.905308372891656,0.882336005015156,0,0,0,0,0,0,0,0.855978757549094,0.876796058125755,0,0.877648255937167,0,0,0,0.828703987656094,0.877927581839662,0,0.877575623414716,0,0.857457494874942,0.832949603445171,0.880208581500172,0,0,0,0,0,0.829457709755616,0,0,0,0,0,0.830323226981445,0,0,0,0,0,0.830609733551719,0.878617860241406,0.853990803524196,0,0,0.854212861496546,0,0.830508671196002,0,0,0,0.830325649196398,0,0.878427728337378,0.876716417181806,0,0.877514501426443,0.855744025486774,0,0,0.832843098328334,0.851673684952995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830453735312636,0.828628042743086,0,0.879017273953523,0.878380808602522,0,0,0,0.830124163952108,0,0.85633644533078,0,0,0.829893787552522,0,0.828767095528236,0,0,0,0,0,0,0,0,0,0,0.877111177387495,0.832994314498367,0,0.831344085439658,0,0,0.853783704588805,0,0,0,0.856200376155162,0,0,0,0.876474562872162,0.830388436304036,0,0.877948719403513,0.829583333319744,0,0,0.830560525547863,0.878209816167076,0,0,0.857635048515818,0.831918365884609,0,0,0,0,0.828767095528236,0,0,0.830285149720453,0,0,0,0,0.828772995108247,0.879319190445396,0,0,0,0,0,0,0,0,0.856870248241055,0.879017273953523,0.833226082401932,0,0,0.880401949244678,0,0.878778636633953,0,0.830560525547863,0,0,0,0,0,0,0.856417901225283,0,0,0,0,0,0,0,0.832266884501272,0.830124163952108,0,0,0.83156008952581,0.856145383827244,0.876882279799821,0,0.876678938499772,0.830752158015861,0.855571252754506,0,0,0,0,0,0.903502047429361,0.85257010111452,0,0.875614856526031,0,0,0.830795293816593
"Developmental Biology",0.762280933535475,0.76248844818817,0.762605047067642,0.758540061497946,0.762615648830111,0,0.762684050912144,0.76244129461326,0.758875074425094,0.762278716861999,0.758767875482928,0.758922031987769,0.76213330795786,0.762580321129283,0.758922031987769,0.766932507305776,0.758875074425094,0.75915157278708,0.762483231718325,0.811642629908863,0.758922031987769,0.758875074425094,0.762652813965356,0.758725218695679,0.762367773942124,0.762694816816911,0.762256593458225,0.762150584360749,0,0.819391718544156,0.762120117359743,0.758144323633847,0.815311979889238,0.766362798121524,0.762582011045258,0.75831691192402,0.76612928068641,0.815359420981055,0,0.815509992671529,0.815469888524863,0.762626974594467,0.762619291655985,0.815764590951509,0.75834568825685,0.807878656530775,0,0.758645003644979,0.762836064371556,0.766032321994456,0.762912084531293,0.762788060858739,0.76249161066844,0.8155957736825,0.762046624739312,0.762324621925534,0.762510510131087,0.766294370338395,0.762383721014546,0.762519405344524,0.76242647230401,0.819201501676607,0.819174709440475,0.766192854734499,0.76261290501021,0.762232373299113,0.761935110189204,0.762309139930909,0.81616606112772,0.762409449327899,0.762290538650383,0.762436571441817,0.762694816816912,0.762015915040675,0.811796109216072,0.762106591033325,0.761996320194455,0.815289262840917,0.762422126196305,0.762629770280096,0.759233048940804,0.762729253075892,0.762534809021236,0.762626974594467,0.762439669644709,0.762016053079867,0.758003201391395,0.811932257481631,0.76277563617461,0.761997139760481,0.762341079618151,0.762600287641957,0,0,0.7630279001797,0.762723240563487,0.758217275488811,0.815472734418434,0.766116382098922,0.762269739686681,0.815544495774207,0.815410435686966,0.758786752067874,0.762301532970936,0,0.819526187778587,0.762766324455259,0.762734247179642,0.762102090803856,0.762566881232088,0.815423782930864,0.762483456920222,0.766139999013389,0.766413560483497,0.811733516594373,0.762238566086117,0.758586041007298,0,0.762510151504037,0.762727217205747,0.754856375430824,0.766892042102814,0,0.815332765836168,0.766570997432686,0.758850959904644,0.762232830169871,0.758462743410038,0.761997139760481,0.762195757136448,0.815714263081969,0,0.758645003644979,0.815357649368067,0,0.758538220148064,0.762558771089359,0.76220896643458,0.815515267902591,0.762528878324662,0.815363011013696,0.834774785639084,0.759100922406008,0,0.815544495774207,0.762783953819239,0,0.819757765624287,0.762550487973658,0.815493277472733,0.762640411607812,0.762365831955462,0,0,0.766139999013389,0.762234858382037,0.762788060858739,0.762318154831653,0.758399190746469,0.762538678616027,0.762205056337792,0.758239927061415,0.766141001006096,0.762207363871252,0.762185597688087,0.758097868611093,0.762588430333047,0.758481172762057,0,0.762469943904106,0.762656144765282,0.761994690476118,0.762347403485074,0.811701359195468,0.811759563413143,0.815856957676101,0.762332767169267,0.762662160577147,0.761997139760481,0.815503965286745,0.815430808976872,0.766415788320383,0.811708004519557,0.762724711786939,0.759209026223594,0.761995503774564,0.758928803030801,0.762809992094803,0.762527458596623,0,0.81154953517492,0.761984530008268,0.761989326103815,0.761997139760481,0.762768148864773,0,0.762586054246733,0.819862501514993,0.762613044320775,0.762439919188266,0.811446713943385,0.815352424878419,0.762484823955351,0.762778114492676,0.815519185009293,0.81149373573671,0.762619004375328,0.762256593458225,0.762256593458225,0.762256593458225,0.762256593458225,0.762256593458225,0,0,0.758593114147778,0.766038619009054,0.762183004227988,0.76254825503518,0.811483111539232
"Glutamate Neurotransmitter Release Cycle",0.634919014928057,0,0,0,0.638104911305715,0,0,0.641092063775029,0,0,0,0,0.647433053491003,0,0,0.602674392274542,0,0.645030518184254,0,0,0,0,0,0,0,0,0.636897163863516,0.638698598957998,0,0.551476263220865,0,0,0.709112607233401,0.596076638743563,0,0,0.634461490606968,0.710012043149326,0,0.708878728818355,0,0,0.648132472394931,0,0,0,0,0,0,0.632960317712403,0,0,0,0,0,0.635747303351075,0,0.637591426210375,0.642289864542206,0.63621892732799,0.643455372265505,0.63508017359636,0.639153464424777,0.631301444764069,0.60472554486178,0.556118055918449,0.632016476610258,0.718075805463962,0.64027261366492,0,0,0,0,0.653282150889414,0.736609377511467,0,0.633860435261138,0.708681914591625,0,0,0,0.649022741079242,0.636576377605435,0,0.60144117463184,0.645210017626009,0,0,0,0.633875973417858,0,0,0,0,0,0,0,0.559459718113152,0.63421694621713,0,0.640439585886417,0.632846755869557,0,0.560923855468109,0,0,0,0.643455372265505,0,0.556456468372535,0.551329089875216,0.642016446795877,0.634664699426038,0.733194485406487,0.587297250072459,0.597628451178607,0,0,0.553929915939324,0,0.565343527181789,0.593830197579228,0,0,0,0,0.639034491378363,0,0.633875973417858,0.63063458136552,0,0,0,0.552189880297384,0,0,0,0,0,0.642016446795877,0.710080106597552,0.633364828516641,0,0,0,0,0,0.587140396948103,0,0,0,0.597971344854734,0,0,0.634664699426038,0.63648508843671,0,0.635624693683262,0,0.639468537832218,0.643873458334355,0,0.634683696211166,0,0,0,0.593720483140755,0,0,0.636746467788852,0.573971567845811,0.633829537422393,0.554027850209142,0.640439585886417,0,0,0,0.644898272594791,0.633875973417858,0.639671168155786,0.636638449481924,0,0,0,0,0.633844956752019,0,0,0,0,0,0.644612371541336,0.639534866403477,0.633875973417858,0.595004281427136,0,0.645934101484317,0.639034491378363,0.643457998722873,0,0.596076638743563,0.552012803719854,0,0.644898272594791,0,0,0.642224651979237,0.636897163863516,0.636897163863516,0.636897163863516,0.636897163863516,0.636897163863516,0,0,0,0.634166429239094,0,0.595161999340458,0.641195545183172
"Trafficking of GluR2-containing AMPA receptors",0.844420166058324,0.848863460812375,0.852581108748707,0,0.84805117204472,0,0.848678128223402,0.849492308848576,0,0,0,0,0.786606067898469,0,0,0,0,0.783377173433548,0.849414100950751,0.852614087427455,0,0,0,0.7922449020334,0,0,0.845314032947977,0.777251831519503,0,0.787194537505533,0,0,0.845334098515231,0,0,0,0.84404423696006,0.843888181655114,0,0.844410432633665,0.84928159315951,0,0.853092179118573,0,0,0,0,0,0,0.842079286825484,0,0,0.848912725431853,0.84975499352294,0,0.844369239402266,0.790559553502234,0.847629262257709,0.78238011903718,0.781946660528838,0.848896333825022,0.84585876510996,0.907947360934321,0.84499885005895,0,0.784664708078191,0.784454524759144,0.783073105171691,0.848087502557318,0.851434143170362,0.791008509490615,0.853823676633084,0,0.845541834801604,0.846664899448545,0,0.843550374265229,0.844980215914922,0.848624173381282,0,0,0.78791224943685,0.845781953460836,0,0,0.784779489879306,0.848886821332374,0.78006289797305,0,0.843563141335689,0.780907718687365,0.847373277194976,0,0,0,0,0,0.846459315602922,0.84485658950023,0,0.90900411455166,0.84727225851205,0,0.847662337628663,0,0.84707018790699,0,0.783337769258693,0,0,0.848205449004604,0.850251836723838,0.843479707854858,0.844590519219474,0.844387136663714,0,0,0,0.781232783225899,0,0,0,0,0.844926401207746,0.851436301223398,0,0.847801685421501,0,0.843563141335689,0.783319077725395,0,0,0,0.787780887589485,0,0,0.790133283585723,0,0.848500887164934,0.782155462812169,0.843944106618088,0.844156439095119,0,0,0.848224696830428,0,0,0.844258256840542,0.785922447796627,0.848158323712584,0,0,0.854170890261785,0,0.843479707854858,0.844975447354872,0,0.844268496032494,0,0.780061949800915,0.782734594998955,0,0.8434953167394,0.84975499352294,0.789373755710461,0,0.849664845637854,0,0,0.850476492948849,0.787180751922339,0.843524986769696,0.849409625737913,0.849969479049192,0.795890070210404,0,0,0.78452334168549,0.843563141335689,0.848324816795702,0.846846240097621,0.849969479049192,0.791659114325087,0.796903354914658,0,0.843537656204773,0,0,0,0,0,0.784288428435497,0.777938958415703,0.843563141335689,0,0,0.851285867287744,0.84707018790699,0.851436301223398,0.856733191185051,0.851600802723202,0.787635390978604,0.848368402404039,0.851888218082648,0.847830409721608,0.790357939810734,0.849409625737913,0.845314032947977,0.845314032947977,0.845314032947977,0.845314032947977,0.845314032947977,0,0,0,0.84481508175709,0,0.850849280781753,0.850590620010783
"Amino acid transport across the plasma membrane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600896968505074,0,0,0.603376758631396,0,0.604427844391296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602260280984557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60573388751643,0,0,0,0,0,0,0,0.61334765326656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cardiac conduction",0.874014580201198,0.846398950988133,0,0,0.865169530478952,0,0.84738201437012,0.846761019058963,0,0,0.84750591352155,0,0.83949486305265,0,0,0.879009501063693,0,0,0.839182781582597,0.848196144946936,0,0,0,0,0.848786422392984,0.840213997867788,0.865711894562473,0.846613116142221,0,0.853436848016048,0,0,0.847002681669053,0.849269397909252,0,0,0.874223266895876,0.847231812875456,0,0.866676817765637,0.865466216958836,0,0.850085450015221,0,0,0,0,0,0.839364532366759,0.873840843256503,0.851243567733836,0.848691153454881,0.84641422515008,0.848467979142331,0.847885668287154,0.874225586591154,0.848412767535042,0.846104268144366,0.848496158372366,0.8473935998,0.853311923810807,0.874146446036948,0.866623397462756,0.865146049582172,0.879532031972799,0.848049265035947,0.847392807345813,0.848004652451562,0.868009493299296,0.846680318839784,0.837536875427259,0.868460166722171,0.847250790056529,0.875676977880861,0.875084404530943,0,0.845618879086545,0.846892962763179,0.84556712212909,0.839899835801067,0.85036038735339,0,0.874201999377905,0.848678821132471,0.878695338996972,0.848586061440055,0,0.847110631159253,0,0.845622837430359,0,0.852830143660934,0,0,0,0,0,0.865213607277245,0.874160969237899,0,0.886355318767615,0,0.848098605468321,0.865769199587292,0,0.845554099891775,0,0.846680318839784,0.838200020497815,0.847172266972282,0.872087663954547,0.84847997330425,0.874275034321483,0.875155233066075,0.86733911267002,0.877724048092248,0,0.850259267960037,0.848241322564544,0.848271899373333,0,0.848697117255362,0,0.852071506316533,0.848290653239242,0,0.866408628803616,0,0.845622837430359,0.847040769675376,0,0,0,0.846791684869157,0,0.849958584925159,0.837265517557182,0,0.847538194029432,0.838114983058211,0.84724915203184,0.864964282776952,0,0,0.876287143970823,0.847557958752265,0,0.87174434395361,0.855210178800839,0,0,0,0,0,0.874275034321483,0.865606918390183,0.84994772099085,0.87419435179098,0,0.846809257990665,0.849626541594846,0,0.874279873750526,0.88740727490473,0.846078266246667,0,0.876728493639459,0,0,0,0,0.845611007865326,0.847587966098088,0.8749813918915,0.84986591683619,0.848986147310229,0,0,0.845622837430359,0.846648530598699,0.872595648644518,0.848125687974137,0.856530932470287,0,0,0.84561493593795,0,0.850813367090093,0.846827732309443,0,0.837713277904884,0.838776294618186,0.847833728014904,0.845622837430359,0.847604969523123,0,0.849525415253487,0.87592919629046,0.839809751095026,0.868211323496347,0.873834304732535,0.846746574629377,0.867555626474398,0.867750176182874,0.867388825483242,0.853909517585816,0.84698486827147,0.865711894562473,0.865711894562473,0.865711894562473,0.865711894562473,0.865711894562473,0,0,0,0.865016240199797,0.83848154917253,0.877095719741996,0.867046509164984
"Metabolism of fat-soluble vitamins",0.748157778203774,0.709301660203253,0.753048041087194,0,0.751379979637006,0,0,0.710018566170163,0,0.712794793784277,0,0,0.711664652182539,0.713418902457132,0,0,0,0,0,0.75369660727212,0,0,0,0,0.710855395055143,0,0.708831799611495,0.706980827728347,0,0.75155958806255,0,0,0.745217527553202,0,0.710001593771442,0,0.747912432189846,0.745699847304489,0,0.745092110970453,0.752183000518765,0,0.713342925079994,0.712007682286472,0,0,0,0,0,0.747107432829329,0,0,0.70933381221828,0.749857026597162,0,0.748601945330203,0.715218143122271,0.706387109738204,0.708906632883237,0.710612922048735,0.709531632825169,0.754367542231647,0.750118919804772,0.74938791508044,0,0.711370936736306,0.748866829414761,0.709358902703784,0.750719060152296,0.71080672823983,0.753144215859804,0,0.710074057757896,0.70827255035051,0.751613957020676,0,0.704386377284865,0.744986569945011,0,0,0,0.752184139423678,0.74904653385628,0.755373946791593,0,0.710472556018129,0.708704818897592,0,0,0.704394709573749,0.710298319785732,0,0,0,0,0,0,0.707715066260593,0.747781296010829,0,0.708389833476568,0,0,0.708500205426585,0,0.751217154921339,0.716032601013082,0.709531632825169,0.70926806129563,0,0.755237770628034,0.711576999382805,0.748021402295818,0.707572821865449,0.749649996202732,0,0,0,0.710197553383666,0,0,0,0,0.749574825860018,0.712101954515646,0,0.751217154921339,0,0.704394709573749,0.748125792328132,0,0,0,0.751942263031123,0,0,0,0,0.749038547800497,0.708760013455358,0.745736346119845,0.787366433897129,0,0,0.751970632541768,0,0,0.74875493585781,0.751971139853001,0.70950276936667,0.71059533526699,0,0.712696148367947,0,0.748021402295818,0.708610825427732,0,0.74853619627189,0,0.707393705088196,0.71174013319299,0,0.748031589263578,0.709883509274881,0.752077311686739,0.668659512556481,0,0,0,0,0,0.704369808413603,0.709485449082475,0.709954143296665,0.757234632367375,0.754997702455251,0,0.710305383701281,0.704394709573749,0.707977771825303,0.750593593981731,0.751970632541768,0.711510080471887,0,0,0.704378076981823,0,0,0,0,0,0.710152070138242,0.7074292735811,0.704394709573749,0.753782868128717,0,0.712164055421722,0.751217154921339,0.711688718003782,0,0.754357916450663,0.751847306259528,0.709014126742329,0.711753138801212,0.709104854560214,0.71113828700928,0.708210353667815,0.708831799611495,0.708831799611495,0.708831799611495,0.708831799611495,0.708831799611495,0,0,0,0.705689178647033,0,0,0.710428871761777
