"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Integration of energy metabolism",0.879809650898286,0.855646780822163,0.831296575847466,0,0.855313375951165,0,0.881857580436478,0.856621040125585,0,0.82688913410512,0.82966081690093,0,0.830708902053415,0.85865246944168,0,0.858944330641797,0,0.833562002797856,0.828347209417791,0.856048208035699,0,0,0,0.832667749519238,0.857470824971888,0.860335311776408,0.880476783611519,0.855151735790043,0,0.88099705516458,0,0,0.854496389933128,0.826009085184984,0,0.829581055618355,0.879655350361947,0.85530524866642,0,0.854417514202995,0.856118647738191,0.828181872875158,0.859083040147925,0.883078745141817,0.8292579669005,0.883078745141817,0,0.831457994083704,0,0.859049466966361,0.879149078297073,0.861442968931787,0.829659074076853,0.855667001542621,0.858484650023398,0,0.880088992000001,0.85792882638267,0.855333370766819,0.828974356420081,0.856574011047084,0.831064141661609,0.879154683311926,0.881237723239634,0.853698684918637,0.85963608390984,0.855509280210895,0.854689551202103,0.856666558914785,0.82580421413203,0.856968418639267,0.857505683436568,0.856629920794585,0.881926417024298,0.880870529154753,0.857100657430303,0,0.828169734223653,0.85435113840756,0.854422365762414,0.859919407889074,0.835808377655788,0.85887776108674,0,0.856137763206971,0.829594330021002,0.858528426754463,0.85773674915422,0.831903498071709,0.856976798761209,0.828541819006142,0.828174974482597,0.857197572790006,0.881322002811713,0,0.857530196486132,0,0.859409394453342,0,0.82983044534548,0.854853164799377,0.879572877521114,0,0.856293915475228,0.826582647496547,0.831016413986778,0.855346946591359,0,0.881197599460361,0.861027065044452,0.856465336234722,0.856472535060753,0.856136166398898,0.905594159610584,0.828907534711803,0.879723882740065,0.854932589740229,0.855565259027635,0.883280301883514,0,0,0.829816148911837,0.857646762523904,0.833665400755058,0.857052354234684,0,0.880317679712152,0.856572479466996,0.832200288981946,0.856966764543207,0,0.828174974482597,0.854204378653547,0.857809968771293,0,0,0.881237723239634,0,0.806234042119476,0.856270683302287,0.825879710814289,0.857553996720391,0.82915967205661,0.854822680064417,0.927839578814831,0,0,0.857440634075832,0.856563770374719,0.860403326158951,0.856390637059276,0,0.856644411935762,0.831216001656256,0.82580421413203,0,0.828256580634695,0,0,0.879723882740065,0.880337810760378,0,0.880047641766512,0,0.856592915233286,0.856396999250908,0.856606336180923,0.829975278223009,0.87973028942491,0.881999337046195,0.856944535004064,0,0.855924615802639,0,0,0.83178773645116,0.859001600840481,0.832403159200979,0.828159313896535,0.881857580436478,0.830641398465384,0.856293915475228,0.858749204315338,0.859022593964268,0,0.831166762465067,0.853953372770658,0.828174974482597,0.853634751165621,0.881105679821107,0.88063182622015,0.85859871100423,0.859165108202673,0,0.828164514080923,0,0.85902259396427,0,0,0.826457398748318,0.829757624235795,0.828045230533603,0.828174974482597,0.85816446308475,0,0.855685346512596,0.831150853143787,0.856966764543207,0.833018058616772,0.885163790413211,0.857379398065047,0.881178003986195,0.856186900383797,0.88317516555895,0.855966080660534,0.857828762681848,0.854080012259751,0.880476783611519,0.880476783611519,0.880476783611519,0.880476783611519,0.880476783611519,0,0,0.831259704839971,0.855325005702432,0,0.856410768587315,0.856743554485683
"Glucagon signaling in metabolic regulation",0.887895583222523,0.839568320404584,0,0,0.838862341496554,0,0.892232037740326,0.839479105374792,0,0,0.779649836079253,0,0,0,0,0,0,0,0,0.838433964951119,0,0,0,0,0.839957753692358,0,0.889308224924458,0.837270405895623,0,0.839101527036478,0,0,0.834295201556271,0,0,0,0.887568854570278,0.834937509453456,0,0.834128183595007,0.835092392501472,0,0,0,0,0,0,0,0,0.844181129785121,0.886496832441578,0,0.781970030416536,0.839611137421941,0.839707410685598,0,0.888487083056843,0.842416338079675,0.836479748343756,0,0.778332686675215,0.779541731366169,0.837837539162857,0.890919501106855,0.834193596416392,0,0.837292991923493,0.833361564293875,0,0,0.837630690950625,0.841166798383312,0.839057783628939,0,0.889506212770991,0.837657500000955,0,0.768522923798197,0.833987634024027,0.834655748959368,0,0,0,0,0.835754878763349,0.779269614320406,0,0.842419831036175,0,0,0,0.768534019953679,0,0.891097961607708,0,0.839202802708353,0,0,0,0,0.835462920714605,0.88739421979083,0,0.83901315589115,0,0.780430619912086,0.836508494911724,0,0.838009745550473,0,0.839596891098279,0,0.837767399173699,0.890304790846578,0.78011125393477,0.887713970666885,0.835218846920475,0.835042082449089,0.841156604803576,0,0,0.77585084269784,0.840966059708008,0,0,0,0.888971325236093,0,0,0.838009745550473,0,0.768534019953679,0.832374721081298,0,0,0,0.839611137421941,0,0,0.838297104602933,0,0.838617437916758,0,0.834986115129004,0.886785702920796,0,0,0.83901315589115,0.83531428856671,0,0.838306236289074,0,0.835565831387435,0.777281073475763,0,0,0,0,0,0.887713970666885,0.889013952374088,0,0.888399524669956,0,0.837218126259501,0.838319708117145,0.839895455986528,0,0.887727536708548,0.892532204850166,0.839479105374792,0,0,0,0,0,0.844247160541601,0.781020359515652,0.768500858940123,0.83814401734316,0.776064361398256,0.838513684747647,0.788227298489555,0.841673689758914,0,0,0,0.768534019953679,0.782429794057432,0.836298676863065,0.83901315589115,0.841465363271561,0.789107967603198,0,0.768511870238441,0,0.843879358409959,0,0,0,0,0,0.768534019953679,0,0,0.836812796050784,0.77945045223062,0.838009745550473,0,0.899232878796147,0.841311646045636,0.839484682960717,0.839138053720562,0.895022000895982,0.838670471868399,0.840334482482144,0,0.889308224924458,0.889308224924458,0.889308224924458,0.889308224924458,0.889308224924458,0,0,0,0.836049780768742,0,0,0.839553003831019
"Class B/2 (Secretin family receptors)",0.904040530828616,0.881094034875981,0.827735919415605,0,0.880758825695673,0,0.879366625461337,0.855481403763108,0,0,0,0,0.853806287277088,0,0,0,0,0,0,0.880728209394786,0,0,0,0,0,0.857228522833327,0.835324845887323,0.850844642262421,0,0.880872394511777,0.82488984093077,0,0.877684767735315,0,0,0,0.903885395253804,0.877989744982188,0,0.877605465148148,0.879352980884405,0,0.854144598541701,0,0.830712118923218,0,0,0,0,0,0.903376383362731,0.856649251835328,0.82841559048547,0.881114365026257,0.852954899676244,0,0.904321383659146,0.88257303927568,0.850469226415217,0.852062354687808,0.852622862314718,0.880202087991505,0.879854079796471,0.879200759342567,0.850922901673623,0,0.880851624497804,0.849727333059597,0.852449485971996,0.827567135536772,0.879002523323302,0.880202087991505,0,0,0.904805281453007,0.877341480871261,0.824802886317513,0.877233236323298,0.877538730142407,0.879042490928001,0.856810368171269,0,0.854446467399183,0,0.877934619891465,0.8524605703278,0,0.853052508885763,0,0,0,0.8772385049413,0,0.878828149415526,0,0.879334588694396,0,0,0,0.853794064470155,0.877730959144081,0.903802476089214,0,0.879955767006055,0.850817936845749,0,0.878227413167822,0,0.853054300672896,0,0.880140399084994,0,0.826994664886901,0.878516575026633,0.852070800268831,0.90395429851315,0.877662475470014,0.852022725237653,0,0,0,0.850837370176638,0,0,0,0,0.87977118777598,0,0,0.879479333002169,0,0.8772385049413,0.849258765372066,0,0,0,0.881114365026257,0,0,0,0,0,0.851969645257324,0.878012823672604,0.877556885677519,0,0,0.852196095367138,0.880250694365575,0,0.880878961235132,0,0.879611748820375,0.880364598629153,0.827567135536772,0,0,0,0,0.90395429851315,0.904571548968555,0.854768081341106,0.90427980964785,0,0.852678428177805,0.851105710153933,0.880055120041561,0.853939681149398,0.903960739869478,0.879509149224725,0,0,0,0,0,0.826867402497452,0.829563092150844,0.853291932877279,0.877222759603803,0.879366625461337,0.879786885819983,0.879244541593244,0.854795359532547,0,0,0.85335716847727,0.851984633322999,0.8772385049413,0.85127557227077,0.877955666982942,0.879636852426654,0.85378960144801,0.855213514194605,0,0.877227987930374,0,0,0.825420474889274,0,0,0.85351360045391,0.853730733090023,0.8772385049413,0,0,0.850390206117174,0.853399183447581,0.879160418422769,0,0.882629038967943,0.851774815682515,0.881054322586162,0,0.907424258868767,0,0,0.851723243013972,0.904711273908316,0.904711273908316,0.904711273908316,0.904711273908316,0.904711273908316,0,0,0.883213257909517,0.879005225788136,0,0,0.879500869343771
"Transport of small molecules",0.909627441406982,0.904181674687346,0.898263016238175,0,0.904104541630228,0,0.910101228924157,0.904109589529717,0,0.897381548400857,0.898282006553589,0,0.903748498237132,0.898348115357756,0,0.904381791285894,0,0.892419609770838,0,0.904172904771211,0,0,0,0,0.904555583899978,0.9049529887507,0.90978178224046,0.903949598108787,0,0.90420013560464,0.897958050184639,0.904736850079507,0.903498205023486,0.904703505962563,0,0,0.90959174405185,0.903568381584227,0,0.90354462043775,0.903858329214544,0.897775760990903,0.898351564735049,0.904494280912152,0.897453024033618,0.904494280912152,0,0.89872442688702,0.898527883969261,0.904851336348411,0.909474618252276,0.904960296352546,0.904732737616742,0.904186352741333,0.904494725185806,0.897889418995284,0.909692066836987,0.904555583899978,0.903926461890983,0.9032502096455,0.90433533276602,0.898325484670711,0.904100440063578,0.909957825258738,0.903760129553081,0.904541828072927,0.903995823052724,0.903575234554723,0.90464208813834,0.898104967676648,0.904135655798999,0.904422387559348,0.904197585741611,0.897978399652386,0.909803413776051,0.90434266918253,0.897938041558548,0.903112435612674,0.903464601152658,0.903639779810699,0.90485676958569,0,0.904379243134892,0.898386308043146,0.904150961534535,0.898489140661098,0.904285572120884,0.904487379150301,0.904349573420274,0.903964071863964,0.897859034355797,0.903113647944069,0.898428664711952,0.909977323297347,0,0.904079401560771,0,0,0.898335650559965,0.898277015197653,0.90389881197331,0.909572663999649,0.897379318995395,0.904148683448925,0.897940729755717,0.897723573549449,0.904013048154236,0.910277519884055,0.904246531431357,0.899328230297851,0.903824671329981,0.89823650433326,0.904150592113753,0.909890663929869,0.903325879102161,0.909607598984683,0.903150735471701,0.904018512967022,0.904487379150301,0.899017800747508,0.898755180901234,0.904322115295125,0.903845359464584,0.898784403269459,0.904528232202611,0,0.909744973629593,0.898638221926884,0,0.904342750596367,0.898470388077347,0.903113647944069,0.903467415138283,0.898276211505453,0.910474544479858,0.898527883969261,0.904255814048462,0,0.904914584912667,0.904208466079481,0.89717978571197,0.904042199971027,0.903325879102161,0.903573692088982,0.916120109955202,0.898585275479641,0,0.904356160920624,0.90388257288766,0.898302742978901,0.904075496952364,0,0.90991576351995,0.898601521321221,0.898104967676648,0,0.898176971394483,0.892331982118582,0,0.909607598984683,0.909749630937952,0,0.909682500480287,0,0.904160041572677,0.904009670940233,0.903857291599959,0.897645210015486,0.909609081168151,0.910201106301614,0.904166084621769,0.897612105000515,0.903683181705076,0,0,0.897815518661446,0.904775105160498,0.898381306282501,0.903110024874989,0.904181387503552,0.898468587148396,0.904114137587749,0.899032678583332,0.904705830961102,0.897475538160404,0.904071960469556,0.910161375945243,0.903113647944069,0.90374955566923,0.904155804559739,0.904148683448925,0.904302278644138,0.899128897748342,0,0.903111227935155,0,0.904784858730854,0.904263799921967,0,0.897376804728126,0.903528420569933,0.903132259107609,0.903113647944069,0.89808687504184,0,0.903874771967743,0.903631545717578,0.904246531431357,0.898906757900967,0.910866119017747,0.904607286797552,0.904241998027799,0.90412882238004,0.910406051610778,0.904077735842893,0.904156415313283,0.903852566609962,0.90978178224046,0.90978178224046,0.90978178224046,0.90978178224046,0.90978178224046,0,0,0.897459199198763,0.903579419792912,0.897612105000515,0.90453592401729,0.910032680232252
"Scavenging by Class A Receptors",0.462144014470623,0,0,0,0.297350172236129,0,0,0.309495600502465,0,0,0,0,0.306855107605759,0.315956768892981,0,0,0,0,0,0.303008715858149,0,0,0,0,0.310178564030015,0.549724830192382,0.296119534757313,0.297955111853537,0,0.465731576059691,0,0,0.459115593295274,0,0,0,0.460421228435274,0.384658557535241,0,0.383503763873718,0.310421634205406,0,0.307567782364149,0.469144679238824,0,0.469144679238824,0,0,0,0,0.460148194716414,0,0,0,0.383031146254445,0,0.462988001169348,0,0.304931909552698,0.301614441503005,0,0.302802038707541,0.537137830263009,0.465202127676348,0.38206973758175,0,0,0.382798321189315,0.390978622757286,0.539989549300706,0.466342487780777,0.314347635968075,0,0.309601043159408,0.307947632703879,0.539044671873151,0,0.455375791180384,0.458676737878735,0,0.548468239784802,0,0.381684710343066,0,0.487667529904848,0,0,0.30458993927948,0,0,0,0.455391623826633,0.30917517468017,0,0,0.31154529160576,0,0,0,0,0.306921683115401,0.381893318010119,0,0.386692965194715,0,0,0.308413569779937,0,0.464173758121904,0.32092320311208,0.302802038707541,0.307162382733045,0,0.465581613386445,0.301335841760833,0.302946420449166,0.456665691409323,0.462103054195331,0,0,0,0.389603552021302,0,0,0,0,0,0,0,0.463461083363514,0,0.455391623826633,0.381390235342431,0,0,0,0.309964195495146,0,0,0.469375961610148,0,0.465947990927471,0.301335841760833,0.384727910967422,0.457683965262414,0,0,0.464892808161657,0.377915688038739,0,0,0,0.461943228285744,0.467617318092012,0.539989549300706,0,0,0,0,0.302946420449166,0.295699649401644,0,0.462863067721175,0,0.53841774761715,0.298739643123823,0.303228048622959,0,0.302965777274061,0.30508004266516,0,0,0,0,0,0.312623452650388,0,0,0.455344307745151,0.311836999840919,0.465881241849873,0.467769214978975,0.476515043864814,0,0,0.393684225674568,0.389581700917908,0.455391623826633,0.462824430394303,0.307401514308407,0.299729095129659,0.312329709910181,0.477771634272394,0,0.455360019312217,0,0,0,0,0,0.303980966206827,0.298807228798489,0.455391623826633,0.311017695796467,0,0.458940031631193,0.305327746458949,0.463461083363514,0,0,0.469792245299886,0.309783762843986,0.380743210047812,0.392777084023219,0.463815617260075,0.310716102790227,0.388796200755499,0.296119534757313,0.296119534757313,0.296119534757313,0.296119534757313,0.296119534757313,0,0,0,0.455687584560694,0,0,0.31204497913272
"Defective B3GALTL causes PpS",0.708724247467821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715275446913489,0,0.715323764047297,0,0,0,0,0,0,0,0,0,0.775510784616017,0,0,0.709564216496107,0,0.718317785140621,0,0.711899831161731,0.710243437575034,0,0.709387600078425,0,0,0.718702566854567,0.780172048935016,0,0.780172048935016,0,0,0,0,0.710766200343738,0,0,0,0,0,0.709349740564531,0,0,0,0,0,0.773501857536201,0.776049682109515,0,0,0,0,0,0.775615315692039,0.77689482264806,0,0,0,0,0.774915050736363,0,0,0.709238973178986,0,0,0,0.784433879384483,0,0.775034841301033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711715160190325,0,0,0,0,0,0,0.689857882595137,0,0,0,0,0,0,0.712053287023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775959838019994,0,0,0,0,0,0,0.776049682109515,0,0,0,0,0,0,0.710294836599602,0.771678316170677,0,0,0.777020913957543,0,0,0,0,0,0.780172048935016,0.775615315692039,0.719153914571634,0,0,0,0.712053287023224,0,0,0.709257150231653,0,0.775122724680317,0,0,0,0.712067632699956,0,0,0,0,0,0,0,0,0,0,0,0.778885412893876,0,0,0,0,0,0,0,0,0.710022701501226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717042437616505,0.775959838019994,0,0,0,0.775915960360235,0,0,0,0.779349457487602,0.713309916317929,0,0,0,0,0,0,0,0,0,0,0,0
"FGFR2c ligand binding and activation",0.783157543033108,0.788286708938926,0,0,0.787072029158913,0,0,0.790742320188713,0,0,0,0,0.792333536366031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78160157994532,0,0,0,0,0.784524218678406,0,0,0,0,0.785629348599966,0,0.784236854087001,0.788911975380689,0,0.799392815558204,0,0,0,0,0,0,0,0.780750906982701,0,0,0.788360378229373,0,0,0.784175254582926,0,0.780241205392703,0.792214048684805,0.791565863819369,0,0.785308794224989,0.788360378229373,0.779898539001351,0,0,0.780777093075187,0,0,0.789735468205296,0,0.790577785943098,0.787081780713767,0,0.78760813701469,0,0.781856874421198,0.783995029975804,0,0,0,0,0,0.785193931677609,0,0,0.789602109471009,0,0,0,0.781875966033633,0,0,0,0.790266924595063,0,0,0,0,0.872970769866926,0.782294916662846,0,0.694673877520769,0,0,0.781180341827391,0,0.788214196971627,0,0,0,0,0.781102823106544,0.791878102424262,0,0.783412285617949,0.780499040410111,0,0,0,0.790498346503089,0,0,0,0,0.78239931164269,0.794743192291854,0,0.788214196971627,0,0.781875966033633,0.779079169124873,0,0,0,0,0,0,0.789268991273086,0,0,0.785678193805078,0.78571297762997,0.781247926264945,0,0,0.693198274485521,0,0,0.794441589680096,0,0.687648679190333,0.698421177840707,0,0,0,0,0,0,0,0,0.784024605036724,0,0.786852167688208,0.788747506477073,0,0,0,0,0.788133209037538,0,0,0,0,0,0,0,0.781818910486799,0,0.696327750484967,0.789940625676526,0,0,0,0,0,0.781875966033633,0.788996476781266,0.785270198909973,0.789940625676526,0,0,0,0.781837856097307,0,0,0,0,0,0.788867786370296,0.782629095258043,0.781875966033633,0,0,0.779954863717467,0.79669169430099,0.788214196971627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77962373569326,0,0,0.790869466990881
"O-glycosylation of TSR domain-containing proteins",0.703989021782714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.710540221228382,0,0.71058853836219,0,0,0,0,0,0,0,0,0,0.770814926017032,0,0,0.704828990811,0,0.713621926541636,0,0.707071896904296,0.705508211889928,0,0.704652374393318,0,0,0.71396734116946,0.775476190336032,0,0.775476190336032,0,0,0,0,0.705938266086303,0,0,0,0,0,0.704614514879425,0,0,0,0,0,0.768805998937216,0.77135382351053,0,0,0,0,0,0.770919457093054,0.772198964049075,0,0,0,0,0.770219192137379,0,0,0.70450374749388,0,0,0,0.779738020785498,0,0.770338982702049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70688722593289,0,0,0,0,0,0,0.685071254823371,0,0,0,0,0,0,0.707225352765789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771263979421009,0,0,0,0,0,0,0.77135382351053,0,0,0,0,0,0,0.705559610914495,0.766982457571693,0,0,0.772325055358558,0,0,0,0,0,0.775476190336032,0.770919457093054,0.71445805597265,0,0,0,0.707225352765789,0,0,0.704521924546546,0,0.770426866081332,0,0,0,0.707239698442521,0,0,0,0,0,0,0,0,0,0,0,0.774189554294891,0,0,0,0,0,0,0,0,0.705287475816119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712307211931399,0.771263979421009,0,0,0,0.771220101761251,0,0,0,0.774653598888617,0.708574690632822,0,0,0,0,0,0,0,0,0,0,0,0
"FGFR2 ligand binding and activation",0.822331049157216,0.826399522981405,0,0,0.825436034379067,0,0,0.828347323125831,0,0,0,0,0.828530384856942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820017756374704,0,0,0,0,0.823415101455611,0,0,0,0,0.824291694695282,0,0.82318716277326,0.826895486691327,0,0.835208928818311,0,0,0,0,0,0,0,0.82042209632644,0,0,0.826457957741623,0,0,0.823138301813308,0,0.81893870212689,0.829514703743384,0.829000561052996,0,0.82403742975089,0.826457957741623,0.819745994815127,0,0,0.820442867234185,0,0,0.827548684318941,0,0.828216813939004,0.825443769349313,0,0.82586127716088,0,0.821299353887719,0.822995346972304,0,0,0,0,0,0.823946320343245,0,0,0.826363806698011,0,0,0,0.821314497427015,0,0,0,0.827970237540297,0,0,0,0,0.893571240866516,0.821646810652963,0,0.752145470524083,0,0,0.820762725671815,0,0.82634200621429,0,0,0,0,0.81962214056105,0.82924822989706,0,0.822533111940398,0.820222314807069,0,0,0,0.828153802274297,0,0,0,0,0.821729617146391,0.831520830032108,0,0.82634200621429,0,0.821314497427015,0.819096067525586,0,0,0,0,0,0,0.827178673049442,0,0,0.823251341929215,0.824358029558642,0.820816333903672,0,0,0.750713964046377,0,0,0.831281597698084,0,0.746573056599104,0.755117843331472,0,0,0,0,0,0,0,0,0.823018806022647,0,0.825261639427737,0.826765029334021,0,0,0,0,0.826277766278213,0,0,0,0,0,0,0,0.821269240751158,0,0.753457328823645,0.827711416002194,0,0,0,0,0,0.821314497427015,0.82696251352233,0.824006815800832,0.827711416002194,0,0,0,0.821284268481173,0,0,0,0,0,0.825781338833136,0.820832785412666,0.821314497427015,0,0,0.818711574825519,0.833066389206077,0.82634200621429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81952801979028,0,0,0.828448176450903
"Blood group systems biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51011807710979,0,0,0,0.515953357036538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513761059829549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506331187581815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515652538325854,0,0.666654607541363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
